date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2024-05-19,沙田,1,1,3,駿先生 (H180),田泰安,B,起步時發生觸碰，居後列，走外疊。入直路時落後約四個馬位。衝刺強勁，勝出賽事。
2024-05-19,沙田,1,2,4,智勝攻略 (H197),巴度,B,出閘普通，居中間之後位置，走內疊。直路彎走內疊節省腳程。直路初未能望空。趨近一百五十米處時望空。衝刺良佳，取得亞軍。
2024-05-19,沙田,1,3,5,威力飛彈 (G210),周俊樂,--,自第十二檔出閘迅速，居中間之後位置，走外疊。大部分途程沒有遮擋。跑過三百米處後受力策。一百五十米處取得領先。五十米處未能再增速及被超越。保持穩勢。最後一步失去亞軍。
2024-05-19,沙田,1,4,1,上校 (D090),黃智弘,V,出閘迅速，落後一個半馬位，走第二疊。直路彎居相同位置。二百五十米處取得領先。一百五十米處未能再增速及被超越。末段保持穩勢。
2024-05-19,沙田,1,5,7,智勁駒 (G285),艾道拿,--,留居包尾位置，走內疊。自五百米處起走第二疊。直路初未能望空。趨近一百五十米處時望空，其後略為追前。
2024-05-19,沙田,1,6,6,中華威威 (D075),鍾易禮,B,出閘迅速，居前列，走內疊。接近八百米處時讓對手過頭。中段居領放馬之後。四百五十米處向外移出。直路初保持佳勢。一百米處未能再增速，其後逐漸轉弱。
2024-05-19,沙田,1,7,12,歡樂好友 (C533),蔡明紹,TT-,留居中間之後位置，走第二疊。入直路時落後三個馬位。未能望空直至最後一百米。末段保持穩勢。
2024-05-19,沙田,1,8,2,勁無敵 (H199),梁家俊,B/TT,出閘普通，居中間位置，走第二疊。自六百米處起走第三疊。入直路時落後兩至三個馬位。直路初未能再增速。最後二百米逐漸轉弱。（患有「喘鳴症」。）
2024-05-19,沙田,1,9,10,投資有利 (G025),湯普新,CP/TT,自第一檔出閘迅速，居中間位置，走內疊。直路彎走內疊節省腳程。直路初對催策略有反應。三百米處至一百米處未能望空，其後毫無進展。
2024-05-19,沙田,1,10,8,萬事有 (D443),希威森,B-/TT,與對手同步出閘，受催策上前，取得領先。接近八百米處時移入內欄。入直路時領先四分一馬位。趨近二百米處時未能再增速及被超越，其後迅速轉弱。
2024-05-19,沙田,1,11,11,超勁日子 (H119),賀銘年,H-/P-/XB/B2/TT1,起步時發生觸碰，居前列，走外疊。入直路時落後四分一馬位。直路初未能再增速。最後二百米迅速轉弱。（見競賽事件報告。）（流鼻血。）
