date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2024-04-28,沙田,1,1,14,赤火驍龍 (D419),湯普新,B/TT,出閘迅速，輕鬆取得領先。直路彎前走勢暢順。直路上保持甚佳走勢。以一又四分一馬位之先勝出。
2024-04-28,沙田,1,2,2,夢照發 (H168),鍾易禮,B/TT,自第一檔出閘迅速，居中間之前位置，走內疊。沿途走內疊節省腳程。直路上保持佳勢，跑獲亞軍，但未能威脅頭馬。
2024-04-28,沙田,1,3,1,波爾多 (E273),艾道拿,H,自大外檔出閘迅速，受催策上前，居第二位，走第二疊。直路彎前走勢良佳。直路上保持穩勢。
2024-04-28,沙田,1,4,3,得勝多 (E161),麥道朗,B/TT,起步後不久受擠迫，居後列，落後六個馬位，走第二疊。中段略為追近。直路上略為追前，取得第四名。
2024-04-28,沙田,1,5,10,精算特殊 (H354),周俊樂,B/TT,與對手同步出閘，居中間稍前位置，走第二疊。直路彎前居相同位置。直路上保持同速。
2024-04-28,沙田,1,6,11,聰明導彈 (C037),黃智弘,XB,留居中間之後位置，落後約六個馬位，走內疊。沿途走內疊節省腳程。直路上略為追前。
2024-04-28,沙田,1,7,7,一支箭 (H276),田泰安,B2,與對手同步出閘，居中間之後位置，走第二疊。中段走第三疊。入直路時落後九個馬位。直路上略為追前。
2024-04-28,沙田,1,8,12,金德義 (H106),巴度,B,出閘迅速，居中間位置，走外疊。入直路時走大外疊。直路初對催策略有反應。二百五十米處未能再增速。最後二百米逐漸轉弱。
2024-04-28,沙田,1,9,6,一舖到位 (G067),潘頓,TT,出閘僅屬一般，居中間位置，走內疊。自五百米處起走第二疊。直路初未能再增速。最後二百米轉弱。（見競賽事件報告。）（氣管內有血。）
2024-04-28,沙田,1,10,5,連連歡呼 (G195),薛恩,PC/XB,自第九檔出閘，留居後列，走第二疊。直路彎落後七個馬位。直路上衝刺乏力。
2024-04-28,沙田,1,11,13,樂天派 (E166),希威森,--,出閘笨拙，被碰撞，居後列，走內疊。沿途走內疊節省腳程。直路上衝刺乏力。
2024-04-28,沙田,1,12,4,英駿飛駒 (H376),艾兆禮,H/SR/XB,出閘笨拙，居中間之後位置，走外疊。入直路時走大外疊。末段毫無進展。
2024-04-28,沙田,1,13,9,永勝金駒 (H471),楊明綸,B,起步時向內斜跑，被碰撞，落後約兩個馬位，走第三疊，沒有遮擋。直路彎前居相同位置。自五百米處起轉弱。最後二百米收慢。
2024-04-28,沙田,1,14,8,逐步贏 (G420),潘明輝,H/PC,起步時發生碰撞，居後列，走外疊。直路彎仍遙居於後。直路上毫無進展。
2024-04-28,沙田,2,1,6,話你知 (G392),薛恩,TT,自第九檔出閘後遙居於後，留力候上。直路初受困。最後二百米對催策反應良佳，接近終點時取得勝利。
2024-04-28,沙田,2,2,7,遨遊武士 (J026),梁家俊,--,早段居領放馬群中，其後留居領放馬稍後的第三位，走內欄。最後二百五十米在催策下追前。一百米處取得領先，僅於接近終點時被超越。
2024-04-28,沙田,2,3,10,隱形翅膀 (G225),賀銘年,CP1,自第八檔出閘後在前列尋找遮擋。其後不久居第七位，落後約五個馬位，沒有遮擋。入直路時落後領後馬更遠。最後二百五十米在內閃下仍能追前，過終點時最為接近。
2024-04-28,沙田,2,4,8,喜蓮勇略 (J207),希威森,XB1/TT,留居中間位置，走內欄。逐漸上前進佔第五位，落後領放馬約四個馬位。五百米處向外移出取位。在催策下追前，一百米處一度頗具爭勝機會。
2024-04-28,沙田,2,5,3,久久為尊 (J053),田泰安,B-/CP2,出閘緩慢，其後進佔第九位。一千米處進佔第八位。轉入直路時走內欄節省腳程。末段在催策下追前甚多。
2024-04-28,沙田,2,6,2,手到再來 (H429),鍾易禮,--,自大外檔出閘迅速，瞬即取得領先，離欄競跑。一千米處移入內欄。轉直路彎時加速帶離約兩個馬位。最後一百五十米無以為繼。
2024-04-28,沙田,2,7,4,陽明天空 (G360),何澤堯,B,從未超越中間位置。約三百米處在馬匹之間受緊迫。末段再無表現。
2024-04-28,沙田,2,8,1,桃花開 (J301),潘頓,TT1,受約束，居中間第六位。直路上再無餘力。
2024-04-28,沙田,2,9,11,機緣醉夢 (J054),艾兆禮,V,受催策，居第二位。入直路後不久在催策下力竭。
2024-04-28,沙田,2,10,9,嘉應巨昇 (J091),蔡明紹,H/P/TT-,出閘笨拙及失地，瞬即被主馬群拋離。從未有力一爭。
2024-04-28,沙田,2,11,5,美麗在線 (G057),艾道拿,CP2/TT,受推策，居首數位之內，落後領放馬約兩個馬位。入直路後顯著轉弱。
2024-04-28,沙田,3,1,3,鑽石星空 (J275),田泰安,H,追趕領放馬，走勢暢順。直路上追前甚多。保持佳勢，勝出賽事。
2024-04-28,沙田,3,2,8,輝煌精英 (H311),梁家俊,H,受催策，取得領先。直路彎走內欄節省腳程。保持佳勢，但未能抗衡頭馬。（必須經閘廂測試及格後才可再次出賽。）
2024-04-28,沙田,3,3,1,開心寶寶 (J142),希威森,TT,居中間之前位置。早段搶口。直路上對催策反應不俗。
2024-04-28,沙田,3,4,9,四喜鳥 (H181),麥道朗,B/TT,居中間之後位置。末段略為追前。
2024-04-28,沙田,3,5,6,帥炸 (H402),艾兆禮,TT,居中間之前位置，走勢尚可。接近二百五十米處時被碰撞。保持穩勢。
2024-04-28,沙田,3,6,2,健康快車 (H439),布文,--,出閘僅屬一般，居中間位置，走第二疊。末段保持同速。
2024-04-28,沙田,3,7,12,椒椒醒 (H440),霍宏聲,H/TT,居中間位置，走內欄。接近二百五十米處時收慢及受擠迫。衝刺一般。
2024-04-28,沙田,3,8,4,金駿星 (H470),巴度,P-/XB,居後列。轉直路彎時搶口。接近二百米處時未能望空，失蹄及受困，因而未能被力策。（騎師跌掉馬鞭。）
2024-04-28,沙田,3,9,14,江南盛 (H326),蔡明紹,XB,出閘僅屬一般，居中間之後位置，走第二疊。轉直路彎時向外移出。在催策下略為追前。
2024-04-28,沙田,3,10,13,鼓浪飛凡 (H018),班德禮,B/TT,居前列，走勢一般。直路初墮退，逐漸力竭。
2024-04-28,沙田,3,11,5,鴻圖高星 (J353),鍾易禮,TT1,居後列，走第三疊，走勢稚嫩。直路上收慢及受困。最後三百米內閃。
2024-04-28,沙田,3,12,11,水龍頭 (J096),艾道拿,TT-,出閘僅屬一般，居後列。轉直路彎時在緊迫競跑之際收慢。直路上對催策反應平平。
2024-04-28,沙田,3,13,10,朗日雪峰 (J187),湯普新,--,居前列位置。三百米處轉弱。二百五十米處急促向內斜跑，其後被修正。毫無表現。
2024-04-28,沙田,3,14,7,勁大威猛 (H450),潘明輝,--,居中間位置，自九百米處起走外疊，走勢僅屬一般。從未參與競逐。
2024-04-28,沙田,4,1,1,球星 (H412),麥道朗,--,居領放兩駒稍後位置，走內欄。接近三百五十米處時移離領放馬的後蹄。一百二十五米處加速取得領先，帶離對手，以十分從容的姿態勝出。
2024-04-28,沙田,4,2,4,綫路萬里 (H475),潘頓,--,早段居中間位置，在馬匹之間競跑。入直路前受催策。四百米處落後三個半馬位。以穩勢衝刺，最後數步取得亞軍，但所負頗遠。
2024-04-28,沙田,4,3,5,增強 (J114),薛恩,--,受推策上前，取得領先，離欄競跑。趨近首個彎位時在領放下切入內欄。持續領先，一百二十五米處被頭馬超越。最後數步失去亞軍。
2024-04-28,沙田,4,4,8,博愛先鋒 (G465),賀銘年,TT,留居中間之後位置，走第三疊，有遮擋。入直路時走最外疊。四百米處落後領放馬五個半馬位。末段從遙遙落後的位置上前，在外疊衝刺不俗，超越數匹對手。
2024-04-28,沙田,4,5,10,快趣神舟 (H375),希威森,TT,出閘緩慢，其後沿欄上前，中段居中間之後位置。入直路時落後領放馬逾四個馬位。跑過三百五十米處時受困。其後向外移出，末段以穩勢衝刺。
2024-04-28,沙田,4,6,6,一起美麗 (J260),艾道拿,--,留居尾二位置，走內欄。入直路時持續走內欄。四百米處落後領放馬五個半馬位。直路上向外移出。末段超越數匹對手，未能構成威脅。
2024-04-28,沙田,4,7,13,幸運芙蓉 (J047),艾兆禮,B1/TT,沿途居第四位，離欄競跑。自五百五十米處起受催策。四百米處僅落後領放馬二又四分一馬位。接近二百米處時未能再增速，其後轉弱。
2024-04-28,沙田,4,8,9,富裕君子 (H447),黃智弘,TT,居中間位置，在馬匹之間競跑。趨近直路彎時略為墮後。入直路時落後領放馬稍逾五個馬位。直路初向外移出。末段衝刺僅屬普通，負於頭馬逾七個馬位。
2024-04-28,沙田,4,9,3,果然僥倖 (H252),何澤堯,CP/H,居中間稍前位置，在沒有遮擋下走第三疊。趨近直路彎時略為墮後。入直路時稍微外閃，其後轉弱，負於頭馬逾七個馬位。
2024-04-28,沙田,4,10,11,妙算高歌 (H444),霍宏聲,--,起步後留後，居尾三位置，離欄競跑。四百米處居尾二位置，落後領放馬逾七個馬位。末段超越數匹對手，但因落後太遠，未能構成真正威脅。
2024-04-28,沙田,4,11,12,旋風傳奇 (J152),鍾易禮,B,受推策上前，居領放馬外側。入直路前受催策，落後領放馬一個馬位。最後三百米轉弱，洩氣潰敗。
2024-04-28,沙田,4,12,14,電訊子彈 (J097),湯普新,B/TT,居中間位置，走內欄。入直路時持續走內欄，望空。其後嚴重轉弱，洩氣潰敗。
2024-04-28,沙田,4,13,2,逐夢年代 (G241),布文,B,起步後留後，居包尾位置。接近六百米處時移出較外疊。入直路時仍遙居包尾位置，落後領放馬八個半馬位。嚴重轉弱，尾二過終點，所負甚遠。
2024-04-28,沙田,4,14,7,神來之筆 (J036),巴度,TT-,大部分途程居中間位置，走第三疊，有遮擋。入直路前已洩氣。直路上嚴重轉弱，包尾大敗而回。
2024-04-28,沙田,5,1,5,賢者無敵 (H301),布文,CP,出閘迅速，居中間之前位置，落後一至兩個馬位。直路彎前走勢輕鬆。跑過三百米處後受力策。一百五十米處取得領先。保持勁勢至終點，勝出賽事。
2024-04-28,沙田,5,2,1,加州星球 (E314),艾道拿,TT,出閘迅速，居前列，走第二疊。直路彎前位置相同。三百米處取得領先。一百五十米處未能再增速及被超越。走勢平穩，跑獲亞軍。
2024-04-28,沙田,5,3,9,綠族無限 (H338),薛恩,H-,留居後列，落後八個馬位。直路彎追近。直路初未能望空。趨近三百米處時望空。衝刺強勁，跑獲季軍，但未能威脅首兩名馬匹。
2024-04-28,沙田,5,4,8,威力奔騰 (G045),潘頓,B,留居後列，走第二疊。接近六百米處時移入內欄。入直路時落後四個馬位。直路上保持佳勢，取得第四名，但未能構成威脅。
2024-04-28,沙田,5,5,6,嫡愛心 (H093),麥道朗,--,自第一檔出閘普通，居中間位置，走內疊。直路彎走內疊節省腳程。五百米處向外移出，衝刺平穩。
2024-04-28,沙田,5,6,4,幸運有您 (E356),艾兆禮,--,出閘一般，居中間位置，走外疊。直路彎前位置相同。直路上毫無表現。
2024-04-28,沙田,5,7,3,維港智能 (G404),梁家俊,TT,出閘迅速，受催策上前，早段取得領先。一千米處被超越。接近八百米處時再度取得領先。入直路時領先四分一馬位。三百米處未能再增速及被超越。最後二百米轉弱。（見競賽事件報告。）
2024-04-28,沙田,5,8,11,禾道小子 (J246),田泰安,CP1,出閘一般，居中間之後位置，走第二疊。早段及中段難以穩定走勢。入直路時落後四個馬位。直路初未能再增速。最後二百米轉弱。
2024-04-28,沙田,5,9,10,堅信 (J823),班德禮,XB/TT,出閘僅屬一般，居中間之後位置，走第三疊，有遮擋。接近九百米處時收慢。入直路時落後五個馬位。直路上毫無進展。
2024-04-28,沙田,5,10,7,旭日朗途 (J822),連達文,H/XB,出閘僅屬一般，居後列，走內疊。直路彎走內疊節省腳程。直路上衝刺乏力。
2024-04-28,沙田,5,11,2,消暑樂祭 (J803),坂井瑠星,--,出閘笨拙，居前列，但走第三疊。一千米處取得領先。接近八百米處時被超越。直路彎未能再增速。直路初轉弱。
2024-04-28,沙田,6,1,3,壯志凌雲 (J249),田泰安,--,出閘迅速，早段受催策，取得領先。保持勁勢，末段力拼，取得冠軍。
2024-04-28,沙田,6,2,10,獨步天下 (H319),希威森,--,出閘尚可，展現甚快前速，居領先馬匹稍後位置。直路上沿欄追前甚多，但一直落後頭馬。（見競賽事件報告。）
2024-04-28,沙田,6,3,14,滿歡笑 (G461),湯普新,B-,居中間之前位置，走內欄，走勢暢順。最後一百五十米向外移出，持續追前，過終點時最為接近。
2024-04-28,沙田,6,4,8,一定美麗 (E279),賀銘年,E/P,出閘迅速，居前列，走第二疊。直路初受困。最後二百米衝刺不俗。
2024-04-28,沙田,6,5,13,陽光勇士 (H244),班德禮,CP/H/XB,出閘緩慢，早段居後列，跑來搶口。直路上在馬匹之間穿插上前，望空後保持走勢。
2024-04-28,沙田,6,6,11,嘉應獎昇 (H287),潘頓,--,居領放馬外側。保持走勢，最後七十五米轉弱。（見競賽事件報告。）
2024-04-28,沙田,6,7,7,爵登 (H266),連達文,CP,居中間之前位置，走第二疊。自六百五十米處起開始推進。末段僅能保持同速。
2024-04-28,沙田,6,8,1,同樣美麗 (H334),布文,TT,居中間位置，走內欄。直路上僅能保持平穩走勢。`
2024-04-28,沙田,6,9,12,時時有道 (J206),蔡明紹,TT1,居中間之後位置，走內欄。對催策反應平平直至最後一百米。最後五十米略為追前。
2024-04-28,沙田,6,10,4,都靈星球 (J209),艾兆禮,--,居中間位置，走第二疊。毫無表現。
2024-04-28,沙田,6,11,2,黑桃火箭 (G170),薛恩,XB/TT,居後列，走第二疊。直路上未能追前。
2024-04-28,沙田,6,12,5,超級龍珠 (G450),周俊樂,TT,居包尾位置，沿途走勢欠順。直路上僅能超越已轉弱的對手。
2024-04-28,沙田,6,13,6,香港神駒 (J266),麥道朗,TT1,居中間之後位置，走第二疊。從未參與競逐。
2024-04-28,沙田,6,14,9,東方飛影 (E467),莫萊斯,B/TT,居後列。從未有力一爭。
2024-04-28,沙田,7,1,3,永遠美麗 (H008),潘頓,--,自最外檔出閘後受催策上前，瞬即領放。約千一米處在受約束下移入內欄。入直路時保持領先一個馬位。其後在催策下帶離對手勝出。
2024-04-28,沙田,7,2,10,紅運帝王 (H115),布文,--,自外檔出閘後受催策上前，早段居領先馬群中，其後墮後稍逾一個馬位，居第四位，走第三疊。開始轉直路彎時進佔第二位，居於領放馬外側競跑。直路上在催策下未能加速以挑戰頭馬。
2024-04-28,沙田,7,3,2,遨遊氣泡 (E436),麥道朗,CP,出閘迅速，早段居領先馬群中，走內欄，但逐漸墮居領放馬稍後的第三位。直路上在催策下展開挑戰，但未能加速，無法構成威脅。
2024-04-28,沙田,7,4,1,金鎗六十 (C238),何澤堯,--,出閘最快，跑離千一米處時留居第四位，落後領放馬約兩個馬位，跑來搶口。轉直路彎時仍頗為搶口。直路上在催策下保持同速。接近終點時再無餘力。
2024-04-28,沙田,7,5,9,錶之銀河 (H399),薛恩,--,留居中間稍後的第八位，走內欄。其後進佔第七位，趨近直路彎時向外移出以取位。三百米處望空，但未能加速，無法構成威脅。
2024-04-28,沙田,7,6,11,神虎龍駒 (H164),艾兆禮,--,居領放馬稍後的第五位，落後稍逾兩個馬位，走內欄。入直路後瞬即受催策，但未能加速，無法構成威脅。
2024-04-28,沙田,7,7,4,美麗同享 (E058),艾道拿,TT,遙居於後。轉直路彎時一度搶口。直路上在內疊保持穩勢，未能加速。
2024-04-28,沙田,7,8,8,傲蹄巴魯 (J827),西村淳也,BO1,出閘笨拙，因而失地，居中間或稍後位置。轉直路彎及入直路時走外疊。在催策下再無餘力。
2024-04-28,沙田,7,9,6,勇大帝 (J825),莫萊斯,B/XB,早段受催策，居中間的第六位。轉直路彎及入直路時走外疊。入直路後在催策下走勢欠規矩，瞬即墮退，再無爭逐機會。
2024-04-28,沙田,7,10,5,大宴重酬 (J824),連達文,--,自外檔出閘後留居最後數位之內。入直路時走外疊，從未看似具爭勝機會。
2024-04-28,沙田,7,11,7,鑽彩 (J826),坂井瑠星,H/XB,躍出時俯首前跪，因而失地。沿途居包尾位置，從未看似具爭勝機會。
2024-04-28,沙田,8,1,1,浪漫勇士 (E486),麥道朗,TT,早段走外疊，其後切入至第二疊的中間位置。直路彎移出外疊。持續奮力衝刺，一百五十米處取得領先。末段力拒持續挑戰的亞軍馬匹獲勝。
2024-04-28,沙田,8,2,4,先見 (H820),川田將雅,H,躍出時向上跳躍及失地，因而居包尾位置。千二米處開始迅速上前。直路彎在沒有遮擋走外疊。衝刺良佳，但最後二百米一直落後頭馬。
2024-04-28,沙田,8,3,9,北橋 (J828),岩田康誠,--,出閘笨拙，其後瞬即取得領先，前半程以快步速領放。直路初加速帶離對手。一百五十米處被頭兩名馬匹超越。保持佳勢，跑獲季軍。
2024-04-28,沙田,8,4,10,越駿歡欣 (G446),巴度,H/TT,居中間位置。五百米處受催策。直路上持續力拼，接近終點時取得第四名。
2024-04-28,沙田,8,5,3,滂薄無比 (G807),連達文,XB,跟隨領先馬匹，走內疊。入直路時力拼，但缺乏加速力，未能構成真正威脅。
2024-04-28,沙田,8,6,8,錶之五知 (G286),艾道拿,TT,自外檔出閘後在馬群之後切入。自千二米處起居馬群後列。四百米處落後五個馬位。直路上保持普通走勢。
2024-04-28,沙田,8,7,2,譽滿杜拜 (G809),馬昆,XB/TT,居中間之後位置。賽事進入關鍵階段時未能加速。末段走勢僅屬一般。
2024-04-28,沙田,8,8,11,大至尊 (J208),潘頓,--,居中間之後位置。中段受催策。轉入直路時衝刺乏力。（騎師表示，坐騎未能應付黏地的場地狀況。）
2024-04-28,沙田,8,9,7,觔斗雲 (E249),艾兆禮,V/TT,自大外檔出閘後上前追逼領放馬，走外疊，賽事步速偏快。五百五十米處受催策。入直路時瞬即洩氣。（騎師表示，坐騎因自大外檔出閘而改變競跑策略，但不合發揮。）
2024-04-28,沙田,8,10,5,直線力山 (G435),何澤堯,--,留居中間之後位置。千四米處勒避。其後墮居後列。入直路時衝刺乏力。（騎師表示，坐騎在接近千四米處的事件後全程走勢欠順。）
