date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2024-06-08,沙田,1,1,6,魅力一心 (H195),賀銘年,E/XB/TT,出閘僅屬一般，居後列，走第三疊。趨近五百米處時向外移出。入直路時落後三個半馬位。衝刺強勁，以一馬頸位之先勝出。
2024-06-08,沙田,1,2,1,精明勇駿 (G031),潘頓,V/TT,自外檔出閘迅速，居中間稍前位置，走第二疊。五百米處向外移出。趨近三百米處時受力策。二百米處取得領先。保持佳勢，但最後五十米未能抗衡頭馬，以一馬頸位之差見負。
2024-06-08,沙田,1,3,4,誠心所願 (E343),布文,B-/CP1,出閘普通，居中間稍後位置，走第二疊。直路彎走第三疊。直路初空位不足。其後保持佳勢，取得一席季軍。（見競賽事件報告。）
2024-06-08,沙田,1,4,5,智勁駒 (G285),艾道拿,--,與對手同步出閘，居中間位置，走內疊。自六百米處起第二疊。入直路時落後兩個半馬位。直路初未能望空。一百五十米處望空。衝刺良佳，跑獲第四名。
2024-06-08,沙田,1,5,10,贏科超影 (A164),湯普新,B/XB,出閘一般，居中間之後位置，走內疊。直路彎走內疊節省腳程。未能望空直至趨近最後一百米。衝刺良佳，但未能構成威脅。
2024-06-08,沙田,1,6,3,喜勝威龍 (G395),黃智弘,B/TT,出閘迅速，居中間之前位置，走外疊。沿途沒有遮擋。直路初保持佳勢。一百五十米處未能再增速。末段保持穩勢。
2024-06-08,沙田,1,7,7,最多歡笑 (G251),梁家俊,B/XB/TT,漏閘，因而失地甚多，早段被拋離。八百米處追至馬群後列。入直路時落後五個半馬位。直路上移出外疊，略為追前。
2024-06-08,沙田,1,8,9,上浦精選 (G425),何澤堯,CP,出閘普通，居後列，走第二疊。直路彎位置相若。直路上略為追前。
2024-06-08,沙田,1,9,12,荃程路通 (E403),蔡明紹,H-/TT,自第一檔出閘迅速，落後領放馬一個馬位，走內欄。入直路時走第二疊。直路初對催策反應平平。二百米處未能再增速。最後一百米逐漸轉弱。
2024-06-08,沙田,1,10,8,洪運派彩 (G414),巴度,--,自最外檔出閘迅速，受催策上前，取得領先。入直路時領先四分三馬位。直路初保持佳勢。二百米處未能再增速及被超越。最後一百五十米逐漸轉弱。
2024-06-08,沙田,1,11,2,全神貫注 (H465),霍宏聲,PC,出閘普通，落後領放馬兩個馬位，走內欄。直路彎走內欄節省腳程。直路上未能望空。
2024-06-08,沙田,1,12,14,帝豪歡星 (H248),希威森,CP-/H-/B1/TT-,出閘普通，落後約一個馬位，走第二疊。入直路時走第三疊。直路初未能再增速。最後二百米轉弱。
2024-06-08,沙田,1,13,13,星雲浩騰 (G372),艾兆禮,V1/TT,自外檔出閘後留後，居後列。入直路時落後七個馬位。直路上毫無進展。
2024-06-08,沙田,2,1,7,舉步生風 (J358),潘頓,TT1,居好位，落後領放馬五個馬位，走外欄第四疊，望空競跑。跑過三百米處時移離他駒後蹄。跑過二百米處時取得領先。輕鬆勝出。
2024-06-08,沙田,2,2,10,鴻圖新星 (J323),布文,E,出閘後移向外欄，居尾二位置，有遮擋。其後移至跑道中央以望空。末段衝刺強勁。
2024-06-08,沙田,2,3,13,精英至尊 (H133),梁家俊,CP/TT,獲許留居尾三位置，跑過六百米處時在馬匹之間推進。其後移至跑道中央以展開挑戰。持續追前及力拼，跑獲季軍。
2024-06-08,沙田,2,4,1,不可擋 (E336),希威森,B/TT,出閘迅速，受催策上前，其後在受約束下居第二位。三百五十米處取得領先。跑過一百米處時被超越，於最後數步僅失季席。
2024-06-08,沙田,2,5,5,多彩多姿 (J312),楊明綸,--,出閘迅速，獲許留居中間位置，走外欄。自三百米處起追前甚多，走勢良佳。一百五十米處橫越他駒後蹄以展開挑戰，但末段瞬即保持同速。
2024-06-08,沙田,2,6,8,昭易搵 (J339),何澤堯,--,開閘時猶豫不前，居後列。五百米處低俯。三百五十米處仍居包尾位置。末段在馬匹之間追前甚多。最後五十米在馬匹之間受困。
2024-06-08,沙田,2,7,3,晨曦儷人 (J066),艾道拿,--,與對手同步出閘，跟隨馬群移至靠近外欄競跑，居於第二馬群中。跑過四百米處及一百五十米處時受催策。最後五十米力竭。
2024-06-08,沙田,2,8,12,輗多福 (E105),黃智弘,H/P/TT,受力策，取得領先，但未能移至外欄。跑過半程時被追上，瞬即被超越。保持走勢，最後一百米力竭。
2024-06-08,沙田,2,9,11,專家 (J028),巴度,CP/TT2,出閘迅速，其後收慢留居領先馬群之後。自半程起受催策，持續居於啣接位置。保持走勢，但跑過一百五十米處時受困。
2024-06-08,沙田,2,10,9,文明福星 (J315),田泰安,SR1,留居馬群之後，跑過半程時受緊迫。其後移回外欄以追前，但跑過二百米處時瞬即保持同速，未能追前。
2024-06-08,沙田,2,11,4,熾烈神駒 (J157),鍾易禮,TT1,出閘緩慢，早段受推策，居中間位置，在馬匹之間競跑。跑過半程時無路可上及墮退。最後一百米衝刺一般。
2024-06-08,沙田,2,12,2,超音速 (J192),湯普新,XB,開閘時向上跳躍，但其後加速上前，居中間之後位置。跑過半程時受力策，但未能追前，所負頗遠。
2024-06-08,沙田,2,13,14,驍勇善戰 (J029),蔡明紹,P-/TT,出閘迅速，移向外欄，居第二馬群中，追趕領先馬匹。四百米處受催策。末段力竭，僅能擊敗一匹對手。
2024-06-08,沙田,2,14,6,瑤瑤日上 (J423),班德禮,XB1,展現甚快前速，居前列。自半程起受催策，其後在緊貼他駒後蹄緊迫競跑之際失去步韻，繼而墮退。
2024-06-08,沙田,3,1,7,嘉應獎昇 (H287),巴度,--,追趕領放馬，走勢暢順。對催策反應良佳。
2024-06-08,沙田,3,2,2,水晶酒杯 (H081),黃智弘,B/TT,受力策，取得領先，走外欄。早段搶口。保持穩勢。
2024-06-08,沙田,3,3,5,萬里飛至 (E204),蔡明紹,TT,居後列，走勢良佳。接近一百五十米處時在催策下追前甚多。
2024-06-08,沙田,3,4,1,英雄豪傑 (G207),布文,V/TT,居後列。跑過四百米處時向內移入以望空。衝刺不俗。
2024-06-08,沙田,3,5,6,勇敢巨星 (G268),艾兆禮,XB,居中間之前位置，在跑道中央競跑，走勢尚可。最後二百米外閃。末段保持同速。
2024-06-08,沙田,3,6,4,怡心聲 (E114),梁家俊,B,居中間位置。末段緊迫競跑。保持穩勢。
2024-06-08,沙田,3,7,8,高進明駒 (H076),田泰安,TT-,居前列。自二百五十米處起轉弱。從未能構成威脅。
2024-06-08,沙田,3,8,9,愛意龍 (J038),董明朗,TT,出閘笨拙，居中間之後位置，走勢一般。過了二百米處後顯著轉弱。從未有力一爭。
2024-06-08,沙田,3,9,10,爆笑 (J079),何澤堯,B/TT,出閘僅屬一般，居後列。末段未能被力策。從未參與競逐。
2024-06-08,沙田,3,10,3,會長之寶 (J295),鍾易禮,SR/H1,居中間位置。跑過二百米處時轉弱及力竭。從未能構成威脅。
