date,venue,race_no,pool,combination,dividend_hkd
2024-02-28,跑馬地,1,獨贏,3,49.50
2024-02-28,跑馬地,1,位置,3,18.00
2024-02-28,跑馬地,1,連贏,"3,10",247.00
2024-02-28,跑馬地,1,位置Q,"3,10",84.00
2024-02-28,跑馬地,1,二重彩,"3,10",376.00
2024-02-28,跑馬地,1,三重彩,"3,10,5","2,780.00"
2024-02-28,跑馬地,1,單T,"3,5,10",464.00
2024-02-28,跑馬地,1,四連環,"3,5,10,12","2,322.00"
2024-02-28,跑馬地,1,四重彩,"3,10,5,12","37,682.00"
2024-02-28,跑馬地,2,獨贏,6,59.00
2024-02-28,跑馬地,2,位置,6,23.00
2024-02-28,跑馬地,2,連贏,"2,6",246.00
2024-02-28,跑馬地,2,位置Q,"2,6",95.00
2024-02-28,跑馬地,2,二重彩,"6,2",467.00
2024-02-28,跑馬地,2,三重彩,"6,2,9","2,963.00"
2024-02-28,跑馬地,2,單T,"2,6,9",420.00
2024-02-28,跑馬地,2,四連環,"2,6,7,9",669.00
2024-02-28,跑馬地,2,四重彩,"6,2,9,7","13,392.00"
2024-02-28,跑馬地,2,第一口孖寶,3/6,271.50
2024-02-28,跑馬地,3,獨贏,12,70.50
2024-02-28,跑馬地,3,位置,12,23.50
2024-02-28,跑馬地,3,連贏,"8,12",166.00
2024-02-28,跑馬地,3,位置Q,"8,12",57.50
2024-02-28,跑馬地,3,二重彩,"12,8",347.00
2024-02-28,跑馬地,3,三重彩,"12,8,2","6,035.00"
2024-02-28,跑馬地,3,單T,"2,8,12",991.00
2024-02-28,跑馬地,3,四連環,"2,8,10,12","2,854.00"
2024-02-28,跑馬地,3,四重彩,"12,8,2,10","65,482.00"
2024-02-28,跑馬地,3,第二口孖寶,6/12,427.00
2024-02-28,跑馬地,3,第一口孖T,"2,6,9/2,8,12","65,793.00"
2024-02-28,跑馬地,4,獨贏,2,116.00
2024-02-28,跑馬地,4,位置,2,29.50
2024-02-28,跑馬地,4,連贏,"2,5",128.00
2024-02-28,跑馬地,4,位置Q,"2,5",49.00
2024-02-28,跑馬地,4,二重彩,"2,5",361.00
2024-02-28,跑馬地,4,三重彩,"2,5,9","1,669.00"
2024-02-28,跑馬地,4,單T,"2,5,9",201.00
2024-02-28,跑馬地,4,四連環,"2,3,5,9",132.00
2024-02-28,跑馬地,4,四重彩,"2,5,9,3","4,295.00"
2024-02-28,跑馬地,4,第三口孖寶,12/2,705.00
