date,venue,race_no,race_meeting_no,race_name,race_class,distance_m,rating_range,going,course,prize_hkd,race_finish_time,sectional_times_header,place,horse_no,horse_name,jockey,trainer,actual_wt_lbs,declared_wt_lbs,draw,lbw,running_position,finish_time,win_odds
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,1,11,世界紀錄 (V040),史卓豐,苗禮德,118,1054,2,-,5 5 6 1,1:21.79,8
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,2,14,超甜橙 (V058),蔣嘉琦,霍利時,108,1236,1,2-1/2,1 1 1 2,1:22.20,10
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,3,2,妙感 (V031),莫雷拉,高伯新,130,1109,5,3-1/4,7 7 7 3,1:22.34,2.4
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,4,1,勁有波幅 (V081),巫斯義,呂健威,133,1154,13,4-1/2,6 10 8 4,1:22.49,12
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,5,5,得意繽紛 (V146),潘頓,蔡約翰,124,987,8,4-1/2,3 2 2 5,1:22.49,9.1
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,6,6,無限欣賞 (V072),蔡明紹,告東尼,122,1009,7,4-3/4,12 12 12 6,1:22.55,16
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,7,7,隨時候命 (T383),蘇兆輝,方嘉柏,121,1106,4,5-1/4,9 8 10 7,1:22.61,15
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,8,13,好性格 (V060),何澤堯,姚本輝,114,1117,14,7,13 14 14 8,1:22.90,190
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,9,4,魅力知寶 (V324),韋達,文家良,125,1193,12,7,4 4 4 9,1:22.91,12
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,10,3,勝利威 (S303),祈普敦,李易達,129,1082,6,9,10 9 11 10,1:23.23,58
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,11,10,紅牡丹 (T014),莫艾誠,徐雨石,118,1111,11,9-1/4,14 11 13 11,1:23.26,32
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,12,12,紅駿之星 (V334),蘇狄雄,葉楚航,113,1168,10,9-1/2,8 6 5 12,1:23.30,212
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,13,9,星心英雄 (T226),柏寶,何良,120,1149,9,11-1/2,11 13 9 13,1:23.62,40
2016-11-20,沙田,1,194,大澳讓賽,第四班,1400,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.59) (35.15) (58.88) (1:21.79),13.59 21.56 23.73 22.91,14,8,勝利公爵 (T136),田泰安,容天鵬,121,1110,3,12-1/2,2 3 3 14,1:23.77,8.9
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,1,6,真好彩 (V068),柏寶,呂健威,125,1205,5,-,5 6 1,1:09.75,6
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,2,8,又襟又準 (S301),潘頓,葉楚航,121,1142,8,1/2,2 2 2,1:09.85,20
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,3,7,運財童子 (A008),莫雷拉,蔡約翰,125,1057,12,1-1/4,3 3 3,1:09.97,3
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,4,1,必搏 (V226),祈普敦,賀賢,132,1072,3,2-1/4,4 4 4,1:10.12,39
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,5,14,綽綽有餘 (T223),蔡明紹,方嘉柏,115,1120,2,2-1/4,6 7 5,1:10.12,52
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,6,2,海翡翠 (V307),貝湯美,約翰摩亞,132,1200,7,2-1/2,7 5 6,1:10.13,7.3
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,7,9,旅英駿爵 (T080),蘇兆輝,文家良,119,1142,4,3-1/4,1 1 7,1:10.26,17
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,8,3,帝豪寶寶 (A050),郭能,告東尼,131,1101,13,3-3/4,10 8 8,1:10.34,3
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,9,11,強中堅 (N177),莫艾誠,李易達,118,1086,14,4-1/2,13 11 9,1:10.46,137
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,10,12,天胆 (V238),蘇狄雄,何良,115,1062,1,4-1/2,9 10 10,1:10.48,146
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,11,13,路路發 (N186),史卓豐,高伯新,116,972,11,5-1/4,14 13 11,1:10.60,25
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,12,4,好富有 (A026),韋達,蘇偉賢,125,1134,6,5-3/4,8 9 12,1:10.66,71
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,13,5,有得勁 (V418),田泰安,姚本輝,125,1108,10,6-1/4,11 12 13,1:10.73,31
2016-11-20,沙田,2,195,沙螺灣讓賽,第四班,1200,60-40,好地,"草地 - ""B+2"" 賽道",840000,(24.31) (47.43) (1:09.75),24.31 23.12 22.32,14,10,魔幻神駿 (V317),何澤堯,沈集成,116,1038,9,10-1/4,12 14 14,1:11.40,251
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,1,2,威利熱流 (T281),潘頓,蘇保羅,133,1137,10,-,12 13 12 12 1,1:47.29,7.4
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,2,4,新疆紡 (V035),史卓豐,姚本輝,131,1218,5,頭位,2 6 6 5 2,1:47.32,5
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,3,1,醉必勝 (P151),莫雷拉,約翰摩亞,133,1077,6,2-3/4,11 11 11 7 3,1:47.72,5
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,4,6,萬眾期待 (N284),祈普敦,何良,126,1066,2,2-3/4,6 8 10 9 4,1:47.75,107
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,5,14,塑料喜 (T326),蘇兆輝,呂健威,117,1065,1,3-1/4,5 4 3 2 5,1:47.81,3.6
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,6,9,旅遊大使 (T113),柏寶,蘇偉賢,121,1147,9,5,4 3 4 3 6,1:48.08,14
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,7,12,華麗再現 (V326),何澤堯,沈集成,115,1051,14,7,10 1 2 4 7,1:48.43,215
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,8,7,好腳頭 (S131),杜利萊,鄭俊偉,124,1125,12,7-3/4,14 14 14 13 8,1:48.53,28
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,9,3,招多福 (T232),田泰安,苗禮德,131,1111,13,7-3/4,8 10 9 10 9,1:48.55,16
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,10,11,神電金剛 (P354),蘇狄雄,葉楚航,118,1098,8,8-1/2,13 12 13 11 10,1:48.64,154
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,11,5,金秋 (P044),郭能,霍利時,128,1032,3,9-3/4,9 9 7 6 11,1:48.83,10
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,12,10,越駿寶 (T314),莫艾誠,李易達,120,1033,7,11-1/2,7 5 5 8 12,1:49.12,26
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,13,8,奪冠 (V087),貝湯美,賀賢,122,1193,4,16-1/2,1 2 1 1 13,1:49.95,12
2016-11-20,沙田,3,196,東涌讓賽,第四班,1800,60-40,好地,"草地 - ""B+2"" 賽道",840000,(13.95) (35.65) (58.89) (1:23.13) (1:47.29),13.95 21.70 23.24 24.24 24.16,14,13,幸運神駒 (V179),蔡明紹,告東尼,117,1034,11,21-1/2,3 7 8 14 14,1:50.72,124
2016-11-20,沙田,4,197,昂坪讓賽,第三班,2000,80-60,好地,"草地 - ""B+2"" 賽道",1235000,(26.49) (51.84) (1:16.07) (1:40.06) (2:03.02),26.49 25.35 24.23 23.99 22.96,1,10,凱倫之寶 (P358),羅理雅,沈集成,122,1030,5,-,9 9 10 9 1,2:03.02,18
2016-11-20,沙田,4,197,昂坪讓賽,第三班,2000,80-60,好地,"草地 - ""B+2"" 賽道",1235000,(26.49) (51.84) (1:16.07) (1:40.06) (2:03.02),26.49 25.35 24.23 23.99 22.96,2,11,凱明神駒 (T195),蘇兆輝,苗禮德,116,1180,3,頸位,6 6 6 6 2,2:03.07,10
