date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2016-03-28,沙田,1,1,8,輕越直前 (CK212),1:09.59,4-1/4,10,24.30,5,11,22.66,N,1,22.63,,,,,,,,,
2016-03-28,沙田,1,2,9,天狼星 (P269),1:09.65,1/2,2,23.70,SH,1,22.46,N,2,23.49,,,,,,,,,
2016-03-28,沙田,1,3,1,有禮 (T359),1:09.68,1-3/4,5,23.90,1-1/4,3,22.46,1/2,3,23.32,,,,,,,,,
2016-03-28,沙田,1,4,12,智能 (S124),1:09.84,5,11,24.42,5,10,22.54,1-1/2,4,22.88,,,,,,,,,
2016-03-28,沙田,1,5,2,高山威龍 (N265),1:09.97,3,7,24.10,3-3/4,8,22.66,2-1/2,5,23.21,,,,,,,,,
2016-03-28,沙田,1,6,10,皇仁勁駒 (CL282),1:10.08,6-1/4,12,24.62,6-1/2,12,22.58,3,6,22.88,,,,,,,,,
2016-03-28,沙田,1,7,5,帝飛星 (S302),1:10.11,2-3/4,6,24.06,2-1/2,5,22.50,3-1/4,7,23.55,,,,,,,,,
2016-03-28,沙田,1,8,4,威祥 (N208),1:10.31,3-1/2,8,24.18,3-3/4,7,22.58,4-1/2,8,23.55,,,,,,,,,
2016-03-28,沙田,1,9,6,元豐泰 (CM255),1:10.38,1-1/4,3,23.82,1-1/2,4,22.58,5,9,23.98,,,,,,,,,
2016-03-28,沙田,1,10,7,快快贏 (N218),1:10.50,1/2,1,23.62,SH,2,22.54,5-3/4,10,24.34,,,,,,,,,
2016-03-28,沙田,1,11,3,永得米 (P260),1:10.64,1-1/2,4,23.86,3-1/2,6,22.86,6-1/2,11,23.92,,,,,,,,,
2016-03-28,沙田,1,12,11,日月光華 (S214),1:10.88,4,9,24.26,4,9,22.54,8,12,24.08,,,,,,,,,
2016-03-28,沙田,2,1,8,翔惑 (V223),1:22.44,1-1/4,5,13.66,2-1/2,4,21.35,1-1/4,4,23.20,1/2,1,24.23,,,,,,
2016-03-28,沙田,2,2,4,保羅威威 (T027),1:22.52,1-1/4,6,13.66,3,5,21.43,2,5,23.24,1/2,2,24.19,,,,,,
2016-03-28,沙田,2,3,9,信心出擊 (N226),1:22.54,4-1/4,9,14.14,6,9,21.43,3-1/4,9,22.96,1/2,3,24.01,,,,,,
2016-03-28,沙田,2,4,11,發明小子 (T379),1:22.57,1,4,13.62,3-1/4,6,21.51,2-1/2,7,23.28,3/4,4,24.16,,,,,,
2016-03-28,沙田,2,5,2,甜統 (V089),1:22.71,6-1/4,13,14.46,8-1/4,13,21.47,6,13,23.04,1-3/4,5,23.74,,,,,,
2016-03-28,沙田,2,6,5,金錢路 (P021),1:22.88,4,8,14.10,6-1/4,10,21.51,3,8,22.88,2-3/4,6,24.39,,,,,,
2016-03-28,沙田,2,7,6,銀影大亨 (T161),1:22.98,N,3,13.50,1,2,21.27,N,2,23.28,3-1/2,7,24.93,,,,,,
2016-03-28,沙田,2,8,1,有鬥志 (T065),1:23.24,N,1,13.46,1-1/4,3,21.35,1-1/4,3,23.40,5,8,25.03,,,,,,
2016-03-28,沙田,2,9,14,菁英神采 (S325),1:23.55,4-1/2,11,14.18,8,12,21.71,5-1/2,11,23.00,7,9,24.66,,,,,,
2016-03-28,沙田,2,10,13,福之寶 (T429),1:23.59,6-3/4,14,14.54,9-1/4,14,21.55,7,14,23.04,7-1/4,10,24.46,,,,,,
2016-03-28,沙田,2,11,10,急急腳 (T259),1:23.77,3-1/4,7,13.98,4-3/4,7,21.39,2,6,22.96,8-1/4,11,25.44,,,,,,
2016-03-28,沙田,2,12,7,甜城效應 (P228),1:23.90,4-1/4,10,14.14,5-3/4,8,21.39,3-1/4,10,23.00,9,12,25.37,,,,,,
2016-03-28,沙田,2,13,12,金剛秀 (T436),1:23.93,N,2,13.50,1,1,21.11,N,1,23.40,9-1/4,13,25.92,,,,,,
