date,venue,race_no,finish_pos,horse_no,horse_name,finish_time,sec1_margin,sec1_running_pos,sec1_time,sec2_margin,sec2_running_pos,sec2_time,sec3_margin,sec3_running_pos,sec3_time,sec4_margin,sec4_running_pos,sec4_time,sec5_margin,sec5_running_pos,sec5_time,sec6_margin,sec6_running_pos,sec6_time
2016-12-11,沙田,1,1,2,百勝龍 (V356),1:09.41,7-1/2,13,24.57,6,13,22.15,N,1,22.69,,,,,,,,,
2016-12-11,沙田,1,2,14,安喜 (V338),1:09.47,3-1/4,5,23.89,2-3/4,6,22.31,N,2,23.27,,,,,,,,,
2016-12-11,沙田,1,3,4,京京千里 (V328),1:09.48,1-3/4,3,23.65,1-1/4,3,22.31,1/2,3,23.52,,,,,,,,,
2016-12-11,沙田,1,4,12,喜悅繽紛 (V092),1:09.55,1-3/4,4,23.65,1-1/4,4,22.31,3/4,4,23.59,,,,,,,,,
2016-12-11,沙田,1,5,3,跑寶貝跑 (N033),1:09.59,6,10,24.33,4-3/4,10,22.19,1-1/4,5,23.07,,,,,,,,,
2016-12-11,沙田,1,6,7,魚躍鳥歡 (V361),1:09.77,5,8,24.17,4,9,22.23,2-1/4,6,23.37,,,,,,,,,
2016-12-11,沙田,1,7,1,勝利導航 (A024),1:09.77,6-1/4,11,24.37,5-1/4,12,22.23,2-1/4,7,23.17,,,,,,,,,
2016-12-11,沙田,1,8,11,大英雄 (V278),1:09.78,3-1/4,6,23.89,2-3/4,5,22.31,2-1/4,8,23.58,,,,,,,,,
2016-12-11,沙田,1,9,9,瑞士雄心 (A042),1:09.81,7-1/2,14,24.57,7-1/2,14,22.39,2-1/2,9,22.85,,,,,,,,,
2016-12-11,沙田,1,10,10,喜愛自由 (A004),1:09.82,6-3/4,12,24.45,5-1/4,11,22.15,2-1/2,10,23.22,,,,,,,,,
2016-12-11,沙田,1,11,6,福穎 (A001),1:10.04,5-1/4,9,24.21,3,7,22.03,4,11,23.80,,,,,,,,,
2016-12-11,沙田,1,12,13,一帆風順 (T422),1:10.06,4-1/2,7,24.09,3-3/4,8,22.27,4,12,23.70,,,,,,,,,
2016-12-11,沙田,1,13,5,新威龍 (V412),1:10.16,1,1,23.37,3/4,1,22.39,4-3/4,13,24.40,,,,,,,,,
2016-12-11,沙田,1,14,8,勝利歡星 (V358),1:10.78,1,2,23.53,3/4,2,22.35,8-1/2,14,24.90,,,,,,,,,
2016-12-11,沙田,2,1,4,將才 (V125),1:48.38,4,11,14.79,6-3/4,11,23.42,4-3/4,8,23.77,3-1/4,9,23.74,1/2,1,22.66,,,
2016-12-11,沙田,2,2,1,觀自在 (S015),1:48.47,2,7,14.47,3-1/2,6,23.22,3-1/2,6,24.09,2-3/4,7,23.86,1/2,2,22.83,,,
2016-12-11,沙田,2,3,8,可愛寶 (T029),1:48.48,3-1/4,10,14.67,6-3/4,10,23.54,6-1/4,11,24.01,4-1/2,12,23.70,1/2,3,22.56,,,
2016-12-11,沙田,2,4,13,精算博奕 (T409),1:48.53,2-3/4,8,14.59,5-1/2,9,23.42,5-1/4,10,24.05,3-1/4,8,23.66,3/4,4,22.81,,,
2016-12-11,沙田,2,5,12,威利熱流 (T281),1:48.68,3,9,14.63,5-1/2,8,23.38,5,9,24.01,3-1/2,10,23.74,2,5,22.92,,,
2016-12-11,沙田,2,6,7,蓮花巨星 (T145),1:48.70,1-1/2,6,14.39,4-3/4,7,23.50,4,7,23.97,2-1/2,5,23.74,2,6,23.10,,,
2016-12-11,沙田,2,7,11,凱明神駒 (T195),1:48.73,1-1/4,5,14.35,1-3/4,3,23.06,1/2,2,23.89,N,2,23.94,2-1/4,7,23.49,,,
2016-12-11,沙田,2,8,6,三思飛駒 (T142),1:48.81,5-1/2,13,15.03,8-1/2,14,23.46,8,14,24.01,5-1/2,13,23.58,2-3/4,8,22.73,,,
2016-12-11,沙田,2,9,5,琪麟穎 (T046),1:48.89,N,2,14.19,3,5,23.42,2-1/4,4,23.97,1-3/4,4,23.90,3-1/4,9,23.41,,,
2016-12-11,沙田,2,10,2,君臨大地 (V192),1:48.90,4-3/4,12,14.91,8,13,23.50,6-1/2,12,23.85,4-1/2,11,23.66,3-1/4,10,22.98,,,
2016-12-11,沙田,2,11,10,駕善 (S245),1:49.01,3/4,3,14.27,1,1,22.86,1/2,1,24.09,N,1,23.98,4,11,23.81,,,
2016-12-11,沙田,2,12,14,福爾摩斯 (N375),1:49.08,N,1,14.15,1,2,23.14,1-3/4,3,24.21,1-1/2,3,23.94,4-1/4,12,23.64,,,
2016-12-11,沙田,2,13,9,雲呢拿 (P439),1:49.38,1-1/4,4,14.35,2-1/2,4,23.18,3,5,24.17,2-1/2,6,23.90,6-1/4,13,23.78,,,
2016-12-11,沙田,2,14,3,包裝天才 (V174),1:51.17,7,14,15.27,7-1/4,12,23.02,6-3/4,13,24.01,6,14,23.86,17-1/2,14,25.01,,,
2016-12-11,沙田,3,1,3,勝得威 (A025),1:22.16,1-3/4,4,13.73,2-3/4,5,22.55,3/4,3,22.86,NOSE,1,23.02,,,,,,
2016-12-11,沙田,3,2,11,爭分奪秒 (V397),1:22.17,N,2,13.49,1-3/4,3,22.63,1,4,23.06,NOSE,2,22.99,,,,,,
2016-12-11,沙田,3,3,5,喜旺寶 (A113),1:22.46,5-3/4,13,14.37,6-1/4,10,22.47,3-3/4,8,22.78,1-3/4,3,22.84,,,,,,
2016-12-11,沙田,3,4,8,財寶家駒 (V101),1:22.54,4,9,14.09,5,8,22.55,3-1/4,7,22.90,2-1/4,4,23.00,,,,,,
2016-12-11,沙田,3,5,14,英才 (S344),1:22.68,2-1/2,5,13.85,3-3/4,6,22.59,2-1/2,6,22.98,3-1/4,5,23.26,,,,,,
2016-12-11,沙田,3,6,13,放下自在 (T059),1:22.84,2-1/2,6,13.85,2-1/2,4,22.39,2,5,23.10,4-1/4,6,23.50,,,,,,
2016-12-11,沙田,3,7,4,真好漢 (T213),1:22.85,1-1/2,3,13.69,1-1/4,1,22.15,3/4,2,23.30,4-1/4,7,23.71,,,,,,
