date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2016-09-18,沙田,1,1,12,威旺財 (S050),蔣嘉琦,P1,跟隨領放馬，力拼上前。最後二百米取得上風。
2016-09-18,沙田,1,2,5,漸信名駒 (T253),潘頓,B/TT,自外檔出閘，受催策上前，瞬即取得領先。對面直路上以快步速領放，未能保持走勢。跑過二百米處時被超越。
2016-09-18,沙田,1,3,3,想贏就贏 (T385),何澤堯,TT,留力候上，居後列。入直路時受鞭策。持續力拼，但未能構成威脅。
2016-09-18,沙田,1,4,8,彩利 (N192),蔡明紹,B,居中間之前位置，走內欄。保持走勢，但未能加速。
2016-09-18,沙田,1,5,1,皇龍大師 (P128),黃皓楠,P,自最外檔出閘，受催策。對面直路上居第五位，落後領放馬三個馬位，走外疊。入直路時進佔第三位，落後領放馬相若距離。逐漸力竭。
2016-09-18,沙田,1,6,6,心有靈犀 (P405),楊明綸,E/P/TT,居中間之後位置，入直路時移離內欄以取位上前。保持穩定走勢。
2016-09-18,沙田,1,7,14,人生路 (T034),黎海榮,B,遙遙落後，轉直路彎時繞過馬群，入直路時居遙遙落後的第五位。瞬即力竭。
2016-09-18,沙田,1,8,2,太皇鷹 (T144),韋達,B,自外檔出閘，入直路前居中間位置，走外疊。毫無表現。
2016-09-18,沙田,1,9,4,友歡笑 (S074),郭能,CP-/TT2,居中間位置，入直路時受催策。瞬即力竭。（會厭被覆蓋。）
2016-09-18,沙田,1,10,13,好爽趣 (P132),吳嘉晉,B,一直遙遙落後，從未有力一爭。入直路時走大外疊。（不良於行。）
2016-09-18,沙田,1,11,10,原始寶石 (S097),祈普敦,B/TT,居後列，直路上毫無表現。
2016-09-18,沙田,1,12,11,董事長 (P407),蘇狄雄,B/TT,自第一檔出閘，受力策。居第三位，落後領放馬僅逾兩個馬位，走內欄。直路上墮退。
2016-09-18,沙田,1,13,7,我是高手 (T261),杜利萊,B-/CP2/TT,入直路前居中間稍前的第四位，迅速力竭。（騎師被查詢有關此駒表現令人失望的原因。)
2016-09-18,沙田,1,14,9,福盃滿賞 (P378),史卓豐,B,一直居最後數位。對面直路上走外疊，沒有遮擋。從未構成威脅。（不良於行。）
