date,venue,race_no,place,horse_no,horse_name,jockey,gear,commentary
2026-05-31,沙田,1,1,12,共建世界 (L276),潘頓,--,無特別報告
2026-05-31,沙田,1,2,2,全能勇士 (L245),布浩榮,XB,無特別報告
2026-05-31,沙田,1,3,9,永福 (L317),袁幸堯,--,無特別報告
2026-05-31,沙田,1,4,11,量子猴王 (L393),鍾易禮,TT1,無特別報告
2026-05-31,沙田,1,5,3,禪勝閃亮 (L051),周俊樂,--,無特別報告
2026-05-31,沙田,1,6,1,鵲橋飛昇 (L244),奧爾民,--,無特別報告
2026-05-31,沙田,1,7,14,精英奪冠 (L295),何澤堯,CP,無特別報告
2026-05-31,沙田,1,8,10,極歡欣 (L345),艾兆禮,B,無特別報告
2026-05-31,沙田,1,9,7,紅悅舍 (L355),布文,--,無特別報告
2026-05-31,沙田,1,10,8,銀騎士 (L236),希威森,--,無特別報告
2026-05-31,沙田,1,11,4,奧林比安 (L307),潘明輝,--,無特別報告
2026-05-31,沙田,1,12,13,雙劍合璧 (L290),班德禮,--,無特別報告
2026-05-31,沙田,1,13,5,金鎗寶駒 (L306),黃智弘,TT1,無特別報告
2026-05-31,沙田,1,14,6,銳行星 (L308),莫雷拉,TT,無特別報告
2026-05-31,沙田,2,1,8,嘉應耀昇 (L137),艾兆禮,TT1,無特別報告
2026-05-31,沙田,2,2,6,升升雙息 (L291),潘明輝,TT1,無特別報告
2026-05-31,沙田,2,3,10,步風影 (L179),潘頓,B,無特別報告
2026-05-31,沙田,2,4,13,福進 (K529),莫雷拉,TT,無特別報告
2026-05-31,沙田,2,5,1,路路勁 (K315),黃寶妮,H1/TT,無特別報告
2026-05-31,沙田,2,6,12,領航多福 (L201),班德禮,XB/H1,無特別報告
2026-05-31,沙田,2,7,5,鴻圖新星 (J323),布文,E,無特別報告
2026-05-31,沙田,2,8,9,神箭 (L254),希威森,--,無特別報告
2026-05-31,沙田,2,9,14,不勞而獲 (K377),蔡明紹,CP1/TT,無特別報告
2026-05-31,沙田,2,10,3,一舖掂晒 (L105),田泰安,CP/TT,無特別報告
2026-05-31,沙田,2,11,2,巨靈神 (L169),巫顯東,B,無特別報告
2026-05-31,沙田,2,12,11,勇騎飛 (L146),楊明綸,H1/TT1,無特別報告
2026-05-31,沙田,2,13,7,富寶駒 (L389),艾道拿,--,無特別報告
2026-05-31,沙田,2,14,4,渾身解數 (K291),奧爾民,TT,無特別報告
2026-05-31,沙田,3,1,1,禾道豐 (L264),莫雷拉,TT,無特別報告
2026-05-31,沙田,3,2,12,嘉應光彩 (K134),潘頓,--,無特別報告
2026-05-31,沙田,3,3,10,快樂共濟 (L049),何澤堯,XB,無特別報告
2026-05-31,沙田,3,4,2,天福 (K167),布浩榮,B-/CP2,無特別報告
2026-05-31,沙田,3,5,7,越駿聯歡 (L202),巴度,CP,無特別報告
2026-05-31,沙田,3,6,14,閃電星福 (K431),希威森,TT,無特別報告
2026-05-31,沙田,3,7,5,澳華發發 (K467),奧爾民,--,無特別報告
2026-05-31,沙田,3,8,4,天天耍樂 (J232),袁幸堯,B,無特別報告
2026-05-31,沙田,3,9,9,威威神駒 (K565),田泰安,CP-/B1,無特別報告
2026-05-31,沙田,3,10,13,觀萬物 (K101),蔡明紹,XB/TT,無特別報告
2026-05-31,沙田,3,11,3,百威多贏 (K261),霍宏聲,SR/TT,無特別報告
2026-05-31,沙田,3,12,8,閃電奇駿 (L362),巫顯東,--,無特別報告
2026-05-31,沙田,3,13,6,領駿輝煌 (L265),周俊樂,TT,無特別報告
2026-05-31,沙田,3,14,11,杭至尊 (L043),艾道拿,B1/TT,無特別報告
2026-05-31,沙田,4,1,7,鋁神 (K105),潘頓,B/XB,無特別報告
2026-05-31,沙田,4,2,1,伶俐驫駒 (H108),田泰安,--,無特別報告
2026-05-31,沙田,4,3,4,開心孖寶 (K475),布浩榮,B/TT,無特別報告
2026-05-31,沙田,4,4,6,馬鳳凰 (J516),霍宏聲,B2,無特別報告
2026-05-31,沙田,4,5,9,天外富天 (L328),班德禮,CP1,無特別報告
2026-05-31,沙田,4,6,11,喜樂之星 (L235),巫顯東,CP/TT,無特別報告
2026-05-31,沙田,4,7,13,全神貫注 (H465),袁幸堯,B,無特別報告
2026-05-31,沙田,4,8,10,步步合拍 (L252),巴度,--,無特別報告
2026-05-31,沙田,4,9,5,舞林盛宴 (L364),莫雷拉,XB1/TT,無特別報告
2026-05-31,沙田,4,10,12,摘星聲升 (K390),黃寶妮,B/TT1,無特別報告
2026-05-31,沙田,4,11,8,觀萬象 (L060),周俊樂,B/TT,無特別報告
2026-05-31,沙田,4,12,14,活得健康 (L140),楊明綸,B/TT,無特別報告
2026-05-31,沙田,4,13,3,電子好好 (L119),何澤堯,TT,無特別報告
2026-05-31,沙田,4,14,2,賢知友您 (K545),奧爾民,XB/TT,無特別報告
2026-05-31,沙田,5,1,8,友瑩仁 (J180),艾兆禮,H/TT,無特別報告
2026-05-31,沙田,5,2,11,金勝名駒 (H461),蔡明紹,TT,無特別報告
2026-05-31,沙田,5,3,5,綫路英雄 (J428),楊明綸,CP/TT,無特別報告
2026-05-31,沙田,5,4,1,喜蓮勁感 (L028),周俊樂,XB/TT,無特別報告
2026-05-31,沙田,5,5,12,觀眾之力 (K107),莫雷拉,TT,無特別報告
2026-05-31,沙田,5,6,10,紅運光輝 (L030),巴度,--,無特別報告
2026-05-31,沙田,5,7,7,開心三寶 (K511),霍宏聲,XB,無特別報告
2026-05-31,沙田,5,8,3,耀寶 (J437),潘頓,XB/TT,無特別報告
2026-05-31,沙田,5,9,2,金牌活力 (J402),田泰安,CP,無特別報告
2026-05-31,沙田,5,10,9,多威心得 (L305),黃智弘,CP,無特別報告
2026-05-31,沙田,5,11,14,心雄雄 (J467),班德禮,B/TT,無特別報告
2026-05-31,沙田,5,12,6,重情重義 (L311),袁幸堯,--,無特別報告
2026-05-31,沙田,5,13,4,風將 (L184),布浩榮,H/TT,無特別報告
2026-05-31,沙田,5,14,13,勁勇皇駒 (K157),何澤堯,B/XB,無特別報告
2026-05-31,沙田,6,1,4,雙贏 (H382),何澤堯,V/XB/TT,無特別報告
2026-05-31,沙田,6,2,3,安可 (K252),布文,--,無特別報告
2026-05-31,沙田,6,3,6,佰勝金龍 (K458),梁家俊,BO/TT,無特別報告
2026-05-31,沙田,6,4,13,禾道威 (J463),潘頓,CP/TT,無特別報告
2026-05-31,沙田,6,5,5,風火恆雲 (H388),潘明輝,B,無特別報告
2026-05-31,沙田,6,6,10,蜜蜜送 (J502),霍宏聲,SR/CP2,無特別報告
2026-05-31,沙田,6,7,8,唯美主義 (H289),希威森,--,無特別報告
2026-05-31,沙田,6,8,14,家樂寶駒 (K300),田泰安,--,無特別報告
2026-05-31,沙田,6,9,1,同益善 (K254),周俊樂,B/TT,無特別報告
2026-05-31,沙田,6,10,11,富喜來 (H213),艾兆禮,B/TT,無特別報告
2026-05-31,沙田,6,11,2,劍飛聲 (L097),鍾易禮,TT,無特別報告
2026-05-31,沙田,6,12,9,綫路福將 (K526),奧爾民,CP/TT,無特別報告
2026-05-31,沙田,6,13,7,大輝煌 (K205),布浩榮,CP/TT,無特別報告
2026-05-31,沙田,6,14,12,夢照發 (H168),巴度,--,無特別報告
2026-05-31,沙田,7,1,5,光年魅力 (K130),周俊樂,CP1/TT1,無特別報告
2026-05-31,沙田,7,2,4,美麗同享 (E058),艾道拿,TT,無特別報告
2026-05-31,沙田,7,3,1,合夥奔馳 (H408),布文,XB,無特別報告
2026-05-31,沙田,7,4,7,首飾天空 (K032),艾兆禮,--,無特別報告
2026-05-31,沙田,7,5,6,時時歡聲 (K350),潘頓,TT,無特別報告
2026-05-31,沙田,7,6,2,陽光勇士 (H244),布浩榮,--,無特別報告
2026-05-31,沙田,7,7,8,桃花開 (J301),鍾易禮,CP/TT,無特別報告
2026-05-31,沙田,7,8,3,禪勝輝煌 (H212),班德禮,B/XB,無特別報告
2026-05-31,沙田,7,9,9,錶之宇宙 (J357),田泰安,B/TT,無特別報告
2026-05-31,沙田,8,1,9,喜悅歡欣 (L322),奧爾民,B1,無特別報告
2026-05-31,沙田,8,2,6,創寶駒 (L161),艾道拿,B/TT,無特別報告
2026-05-31,沙田,8,3,14,華麗再贏 (L087),艾兆禮,TT,無特別報告
2026-05-31,沙田,8,4,8,將傲 (L277),布文,XB,無特別報告
2026-05-31,沙田,8,5,1,綫路萬里 (H475),袁幸堯,PC/TT,無特別報告
2026-05-31,沙田,8,6,10,愛心萬里 (L165),布浩榮,CP-/B1,無特別報告
2026-05-31,沙田,8,7,5,巴閉仔 (H298),周俊樂,CP2,無特別報告
2026-05-31,沙田,8,8,3,嘉應巨昇 (J091),潘明輝,H/XB,無特別報告
2026-05-31,沙田,8,9,2,龍傲綾羅 (K318),潘頓,--,無特別報告
2026-05-31,沙田,8,10,4,盈妍威楓 (J300),何澤堯,B/TT,無特別報告
2026-05-31,沙田,8,11,12,文明福星 (J315),班德禮,BO/H,無特別報告
2026-05-31,沙田,8,12,7,開心五月 (K016),黃寶妮,B/TT,無特別報告
2026-05-31,沙田,8,13,11,天威 (J200),巫顯東,V/TT,無特別報告
2026-05-31,沙田,8,14,13,皇者威楓 (L158),田泰安,CP-/B1,無特別報告
2026-05-31,沙田,9,1,7,錶之星河 (J343),田泰安,TT,無特別報告
2026-05-31,沙田,9,2,1,精算暴雪 (H368),艾道拿,P,無特別報告
2026-05-31,沙田,9,3,3,好友心得 (H303),班德禮,B/TT,無特別報告
2026-05-31,沙田,9,4,5,星際快車 (J186),布文,B,無特別報告
2026-05-31,沙田,9,5,6,笑傲江湖 (K168),何澤堯,--,無特別報告
2026-05-31,沙田,9,6,8,翠紅 (K173),艾兆禮,B,無特別報告
2026-05-31,沙田,9,7,10,友愛心得 (J537),楊明綸,CP-/B1,無特別報告
2026-05-31,沙田,9,8,4,幸運有您 (E356),霍宏聲,--,無特別報告
2026-05-31,沙田,9,9,9,信心星 (J161),莫雷拉,TT,無特別報告
2026-05-31,沙田,9,10,2,美麗第一 (H294),巴度,TT,無特別報告
2026-05-31,沙田,10,1,7,共享富裕 (J390),莫雷拉,B/TT,無特別報告
2026-05-31,沙田,10,2,3,安都 (K033),布文,E/TT,無特別報告
2026-05-31,沙田,10,3,12,名揚四海 (L219),蔡明紹,CP1/TT,無特別報告
2026-05-31,沙田,10,4,5,活力拍檔 (K554),何澤堯,TT,無特別報告
2026-05-31,沙田,10,5,8,奇異果 (K285),田泰安,XB,無特別報告
2026-05-31,沙田,10,6,14,都靈冠星 (L024),班德禮,CP/SR,無特別報告
2026-05-31,沙田,10,7,4,一生好彩 (K114),周俊樂,XB,無特別報告
2026-05-31,沙田,10,8,2,又龍串鳳 (E461),巴度,TT,無特別報告
2026-05-31,沙田,10,9,13,奮鬥心 (J267),鍾易禮,TT,無特別報告
2026-05-31,沙田,10,10,9,不同世界 (K005),黃寶妮,CP2,無特別報告
2026-05-31,沙田,10,11,1,遨遊武士 (J026),袁幸堯,B,無特別報告
2026-05-31,沙田,10,12,6,星幻 (L123),布浩榮,--,無特別報告
2026-05-31,沙田,10,13,10,高山神駒 (L334),希威森,TT-,無特別報告
2026-05-31,沙田,11,1,4,嘉應奇兵 (J391),周俊樂,V,無特別報告
2026-05-31,沙田,11,2,1,跨境寶馬 (K008),奧爾民,B/TT,無特別報告
2026-05-31,沙田,11,3,9,正本唐心 (L373),莫雷拉,B-/XB-/TT1,無特別報告
2026-05-31,沙田,11,4,10,高士威勁 (L196),袁幸堯,CP,無特別報告
2026-05-31,沙田,11,5,8,勇者為皇 (L016),潘明輝,B1,無特別報告
2026-05-31,沙田,11,6,5,競駿皇者 (K011),霍宏聲,TT,無特別報告
2026-05-31,沙田,11,7,6,嘉應勇將 (L094),鍾易禮,CP/TT,無特別報告
2026-05-31,沙田,11,8,14,摯友勝 (L092),蔡明紹,--,無特別報告
2026-05-31,沙田,11,9,12,千杯不醉 (K365),希威森,--,無特別報告
2026-05-31,沙田,11,10,11,帥帥友福 (J418),楊明綸,B-/XB1/TT-,無特別報告
2026-05-31,沙田,11,11,7,騰龍四海 (J317),梁家俊,B2/TT,無特別報告
2026-05-31,沙田,11,12,13,智勝策略 (L173),田泰安,SR/TT,無特別報告
2026-05-31,沙田,11,13,3,定風波 (L428),潘頓,TT1,無特別報告
2026-05-31,沙田,11,14,2,醒目高球 (L004),班德禮,TT,無特別報告
