date,venue,race_no,pool,combination,dividend_hkd
2026-01-01,沙田,1,獨贏,4,131.50
2026-01-01,沙田,1,位置,4,43.00
2026-01-01,沙田,1,連贏,"4,13",325.00
2026-01-01,沙田,1,位置Q,"4,13",109.00
2026-01-01,沙田,1,二重彩,"4,13",738.00
2026-01-01,沙田,1,三重彩,"4,13,8","3,607.00"
2026-01-01,沙田,1,單T,"4,8,13",566.00
2026-01-01,沙田,1,四連環,"4,6,8,13","1,768.00"
2026-01-01,沙田,1,四重彩,"4,13,8,6","44,458.00"
2026-01-01,沙田,2,獨贏,5,489.50
2026-01-01,沙田,2,位置,5,101.00
2026-01-01,沙田,2,連贏,"5,13","3,081.00"
2026-01-01,沙田,2,位置Q,"5,13",850.00
2026-01-01,沙田,2,二重彩,"5,13","6,233.00"
2026-01-01,沙田,2,三重彩,"5,13,2","238,439.00"
2026-01-01,沙田,2,單T,"2,5,13","28,825.00"
2026-01-01,沙田,2,四連環,"2,5,13,14","77,624.00"
2026-01-01,沙田,2,四重彩,"5,13,2,14","1,853,841.00"
2026-01-01,沙田,2,第一口孖寶,4/5,"11,032.00"
2026-01-01,沙田,3,獨贏,6,27.00
2026-01-01,沙田,3,位置,6,14.00
2026-01-01,沙田,3,連贏,"6,8",127.50
2026-01-01,沙田,3,位置Q,"6,8",53.00
2026-01-01,沙田,3,二重彩,"6,8",261.00
2026-01-01,沙田,3,三重彩,"6,8,3","2,159.00"
2026-01-01,沙田,3,單T,"3,6,8",649.00
2026-01-01,沙田,3,四連環,"3,5,6,8",621.00
2026-01-01,沙田,3,四重彩,"6,8,3,5","13,152.00"
2026-01-01,沙田,3,第二口孖寶,5/6,"1,546.00"
2026-01-01,沙田,3,第一口孖T,"2,5,13/3,6,8","4,706,253.00"
2026-01-01,沙田,4,獨贏,6,39.00
2026-01-01,沙田,4,位置,6,16.00
2026-01-01,沙田,4,連贏,"6,12",53.50
2026-01-01,沙田,4,位置Q,"6,12",29.00
2026-01-01,沙田,4,二重彩,"6,12",116.00
2026-01-01,沙田,4,三重彩,"6,12,5",425.00
2026-01-01,沙田,4,單T,"5,6,12",102.00
2026-01-01,沙田,4,四連環,"2,5,6,12",159.00
2026-01-01,沙田,4,四重彩,"6,12,5,2","2,645.00"
2026-01-01,沙田,4,第三口孖寶,6/6,99.00
2026-01-01,沙田,5,獨贏,13,315.00
2026-01-01,沙田,5,位置,13,91.50
2026-01-01,沙田,5,連贏,"12,13","1,253.00"
2026-01-01,沙田,5,位置Q,"12,13",392.00
2026-01-01,沙田,5,二重彩,"13,12","2,597.00"
2026-01-01,沙田,5,三重彩,"13,12,6","25,703.00"
2026-01-01,沙田,5,單T,"6,12,13","3,248.00"
2026-01-01,沙田,5,四連環,"6,7,12,13","8,137.00"
2026-01-01,沙田,5,四重彩,"13,12,6,7","277,656.00"
2026-01-01,沙田,5,第四口孖寶,6/13,"2,215.00"
2026-01-01,沙田,5,第一口三寶,6/6/13,"2,812.00"
2026-01-01,沙田,5,第二口孖T,"5,6,12/6,12,13","31,281.00"
2026-01-01,沙田,6,獨贏,5,99.50
2026-01-01,沙田,6,位置,5,31.00
2026-01-01,沙田,6,連贏,"4,5",403.50
2026-01-01,沙田,6,位置Q,"4,5",117.00
2026-01-01,沙田,6,二重彩,"5,4",875.00
2026-01-01,沙田,6,三重彩,"5,4,1","7,757.00"
2026-01-01,沙田,6,單T,"1,4,5","1,202.00"
2026-01-01,沙田,6,四連環,"1,3,4,5","1,551.00"
2026-01-01,沙田,6,四重彩,"5,4,1,3","38,227.00"
2026-01-01,沙田,6,第五口孖寶,13/5,"3,010.50"
2026-01-01,沙田,7,獨贏,1,38.50
2026-01-01,沙田,7,位置,1,16.50
2026-01-01,沙田,7,連贏,"1,5",351.50
2026-01-01,沙田,7,位置Q,"1,5",115.50
2026-01-01,沙田,7,二重彩,"1,5",537.00
2026-01-01,沙田,7,三重彩,"1,5,6","2,862.00"
2026-01-01,沙田,7,單T,"1,5,6",511.00
2026-01-01,沙田,7,四連環,"1,5,6,10","5,708.00"
2026-01-01,沙田,7,四重彩,"1,5,6,10","107,328.00"
2026-01-01,沙田,7,第六口孖寶,5/1,515.50
2026-01-01,沙田,7,第三口孖T,"1,4,5/1,5,6","49,711.00"
2026-01-01,沙田,7,三T,"6,12,13/1,4,5/1,5,6","16,852,512.00"
2026-01-01,沙田,7,三T(安慰獎),"6,12,13/1,4,5/任何組合","159,114.00"
2026-01-01,沙田,8,獨贏,11,97.00
2026-01-01,沙田,8,位置,11,34.00
2026-01-01,沙田,8,連贏,"9,11",922.00
2026-01-01,沙田,8,位置Q,"9,11",243.50
2026-01-01,沙田,8,二重彩,"11,9","1,390.00"
2026-01-01,沙田,8,三重彩,"11,9,2","15,538.00"
2026-01-01,沙田,8,單T,"2,9,11","2,737.00"
2026-01-01,沙田,8,四連環,"2,9,10,11","6,929.00"
2026-01-01,沙田,8,四重彩,"11,9,2,10","149,448.00"
2026-01-01,沙田,8,第七口孖寶,1/11,622.00
2026-01-01,沙田,9,獨贏,14,33.50
2026-01-01,沙田,9,位置,14,14.50
2026-01-01,沙田,9,連贏,"2,14",48.00
2026-01-01,沙田,9,位置Q,"2,14",23.00
2026-01-01,沙田,9,二重彩,"14,2",100.00
2026-01-01,沙田,9,三重彩,"14,2,6",796.00
2026-01-01,沙田,9,單T,"2,6,14",187.00
2026-01-01,沙田,9,四連環,"2,6,9,14","1,753.00"
2026-01-01,沙田,9,四重彩,"14,2,6,9","18,562.00"
2026-01-01,沙田,9,第八口孖寶,11/14,909.00
2026-01-01,沙田,9,第四口孖T,"2,9,11/2,6,14","148,273.00"
2026-01-01,沙田,10,獨贏,3,74.50
2026-01-01,沙田,10,位置,3,21.50
2026-01-01,沙田,10,連贏,"3,5",203.50
2026-01-01,沙田,10,位置Q,"3,5",66.50
2026-01-01,沙田,10,二重彩,"3,5",457.00
2026-01-01,沙田,10,三重彩,"3,5,11","4,141.00"
2026-01-01,沙田,10,單T,"3,5,11",696.00
2026-01-01,沙田,10,四連環,"3,5,9,11",333.00
2026-01-01,沙田,10,四重彩,"3,5,11,9","10,651.00"
2026-01-01,沙田,10,第九口孖寶,14/3,234.00
2026-01-01,沙田,11,獨贏,2,42.50
2026-01-01,沙田,11,位置,2,16.00
2026-01-01,沙田,11,連贏,"2,5",469.00
2026-01-01,沙田,11,位置Q,"2,5",167.00
2026-01-01,沙田,11,二重彩,"2,5","1,031.00"
2026-01-01,沙田,11,三重彩,"2,5,14","15,881.00"
2026-01-01,沙田,11,單T,"2,5,14","3,418.00"
2026-01-01,沙田,11,四連環,"2,5,11,14","35,963.00"
2026-01-01,沙田,11,四重彩,"2,5,14,11","650,670.00"
2026-01-01,沙田,11,第十口孖寶,3/2,244.50
2026-01-01,沙田,11,第二口三寶,14/3/2,"1,632.00"
2026-01-01,沙田,11,第五口孖T,"3,5,11/2,5,14","204,590.00"
2026-01-01,沙田,11,六環彩,"4,5/1,5/9,11/2,14/3,5/2,5","25,088.00"
2026-01-01,沙田,11,騎師王 1,14 [其他騎師],詳情
2026-01-01,沙田,11,練馬師王 1,1 [蔡約翰],詳情
