date,venue,race_no,pool,combination,dividend_hkd
2026-03-11,跑馬地,1,獨贏,1,155.00
2026-03-11,跑馬地,1,位置,1,41.50
2026-03-11,跑馬地,1,連贏,"1,9",493.50
2026-03-11,跑馬地,1,位置Q,"1,9",164.50
2026-03-11,跑馬地,1,二重彩,"1,9","1,079.00"
2026-03-11,跑馬地,1,三重彩,"1,9,6","8,683.00"
2026-03-11,跑馬地,1,單T,"1,6,9","1,326.00"
2026-03-11,跑馬地,1,四連環,"1,6,8,9","2,082.00"
2026-03-11,跑馬地,1,四重彩,"1,9,6,8","52,157.00"
2026-03-11,跑馬地,2,獨贏,8,59.00
2026-03-11,跑馬地,2,位置,8,17.50
2026-03-11,跑馬地,2,連贏,"6,8",539.00
2026-03-11,跑馬地,2,位置Q,"6,8",157.50
2026-03-11,跑馬地,2,二重彩,"8,6","1,084.00"
2026-03-11,跑馬地,2,三重彩,"8,6,2","2,820.00"
2026-03-11,跑馬地,2,單T,"2,6,8",391.00
2026-03-11,跑馬地,2,四連環,"1,2,6,8","2,139.00"
2026-03-11,跑馬地,2,四重彩,"8,6,2,1","78,763.00"
2026-03-11,跑馬地,2,第一口孖寶,1/8,"1,114.50"
2026-03-11,跑馬地,3,獨贏,11,82.50
2026-03-11,跑馬地,3,位置,11,30.00
2026-03-11,跑馬地,3,連贏,"8,11","2,082.50"
2026-03-11,跑馬地,3,位置Q,"8,11",581.50
2026-03-11,跑馬地,3,二重彩,"11,8","3,276.00"
2026-03-11,跑馬地,3,三重彩,"11,8,9","35,356.00"
2026-03-11,跑馬地,3,單T,"8,9,11","6,319.00"
2026-03-11,跑馬地,3,四連環,"5,8,9,11","4,949.00"
2026-03-11,跑馬地,3,四重彩,"11,8,9,5","144,582.00"
2026-03-11,跑馬地,3,第二口孖寶,8/11,454.50
2026-03-11,跑馬地,3,第一口孖T,"2,6,8/8,9,11","391,369.00"
2026-03-11,跑馬地,4,獨贏,6,162.00
2026-03-11,跑馬地,4,位置,6,44.50
2026-03-11,跑馬地,4,連贏,"6,10",161.00
2026-03-11,跑馬地,4,位置Q,"6,10",66.00
2026-03-11,跑馬地,4,二重彩,"6,10",411.00
2026-03-11,跑馬地,4,三重彩,"6,10,1","8,098.00"
2026-03-11,跑馬地,4,單T,"1,6,10","1,044.00"
2026-03-11,跑馬地,4,四連環,"1,6,7,10","1,156.00"
2026-03-11,跑馬地,4,四重彩,"6,10,1,7","38,633.00"
2026-03-11,跑馬地,4,第三口孖寶,11/6,"1,109.50"
2026-03-11,跑馬地,5,獨贏,4,99.00
2026-03-11,跑馬地,5,位置,4,26.50
2026-03-11,跑馬地,5,連贏,"4,10",742.50
2026-03-11,跑馬地,5,位置Q,"4,10",194.00
2026-03-11,跑馬地,5,二重彩,"4,10","1,413.00"
2026-03-11,跑馬地,5,三重彩,"4,10,2","7,000.00"
2026-03-11,跑馬地,5,單T,"2,4,10","1,211.00"
2026-03-11,跑馬地,5,四連環,"2,4,8,10","3,683.00"
2026-03-11,跑馬地,5,四重彩,"4,10,2,8","98,336.00"
