horse_no,date,detail,cleared_date
G265,01/03/2022,右後腿步姿異常,11/04/2022
G265,21/02/2024,賽後內窺鏡檢查發現氣管內有大量血液,02/03/2024
G265,02/06/2024,左前腿不良於行，因而退出賽事,04/09/2024
G265,13/10/2024,表現難以接受，騎師對坐騎競賽時的動作有疑慮,05/11/2024
G265,11/09/2025,試閘後左邊鼻孔流血,05/12/2025
