horse_no,date,detail,cleared_date
K176,25/03/2026,賽後內窺鏡檢查發現氣管內有大量血液,16/04/2026
K176,09/09/2026,表現難以接受，賽後內窺鏡檢查發現氣管內有大量血液,-
