horse_no,date,detail,cleared_date
L195,08/04/2026,表現令人失望。賽後翌日右前腿不良於行,12/06/2026
L195,24/07/2026,接受喉部手術（喉室聲帶切除術）以矯正呼吸道異常情況,-
