horse_no,date,detail,cleared_date
H311,20/06/2023,右後腿脛骨受傷,09/01/2024
H311,05/01/2024,過去十二個月並無出賽,09/01/2024
H311,03/06/2025,一對前腿肌腱受傷，因而退出賽事,26/03/2026
H311,10/04/2026,左前腿肱骨受傷,-
