horse_no,date,detail,cleared_date
J513,10/09/2025,入閘後煩躁不安，將左前腿擱在閘廂間隔上一段不短的時間，因而退出賽事,16/09/2025
J513,13/05/2026,賽後內窺鏡檢查發現氣管內有大量血液,21/08/2026
