horse_no,date,detail,cleared_date
K247,12/03/2024,被診斷患有「喘鳴症」，進口前曾接受喉部手術（人工喉成形術）以矯正呼吸道異常情況,-
K247,30/03/2025,表現及走勢均難以接受,17/04/2025
K247,28/06/2025,表現令人失望,12/09/2025
K247,07/01/2026,表現及走勢均難以接受,13/01/2026
K247,10/02/2026,右膝受傷，因而退出賽事。更新：右膝接受關節鏡手術（移除碎骨）,-
