horse_no,date,detail,cleared_date
E061,08/11/2020,入閘後煩躁不安，以後足豎立，頭部撞到閘廂前門，導致閘門打開，此駒離開閘廂，因而退出賽事,13/11/2020
E061,14/03/2021,賽後翌日左前腿不良於行,13/04/2021
E061,20/10/2021,賽後兩個鼻孔流血,07/01/2022
E061,01/08/2022,右前蹄球節受傷。更新：右前蹄球節接受手術,02/12/2022
E061,04/10/2023,賽後內窺鏡檢查發現氣管內有大量血液,23/10/2023
E061,15/11/2023,賽後內窺鏡檢查發現氣管內有大量血液。賽後翌日右前腿不良於行,30/11/2023
E061,02/08/2024,於季終時年屆八歲或以上,27/08/2024
E061,11/08/2025,於季終時年屆八歲或以上,21/08/2025
E061,14/08/2025,未能通過獸醫檢驗：快操後左前腿不良於行,21/08/2025
