horse_no,date,detail,cleared_date
K056,07/05/2025,開閘時以後足豎立及未能躍出。被發現左跗關節部位及左後球節擦傷,20/05/2025
K056,29/05/2025,右後腿韌帶受傷,15/10/2025
K056,25/09/2025,未能通過獸醫檢驗：快操後右前腿不良於行,15/10/2025
