horse_no,date,detail,cleared_date
H203,10/01/2024,表現令人失望,30/01/2024
H203,04/07/2024,賽後內窺鏡檢查發現氣管內有大量血液,15/08/2024
H203,27/12/2025,賽後內窺鏡檢查發現氣管內有大量血液,09/03/2026
