horse_no,date,detail,cleared_date
G312,09/10/2022,賽後內窺鏡檢查發現氣管內有大量痰液,-
G312,06/02/2023,右前腿肱骨受傷,26/05/2023
G312,01/05/2024,賽後內窺鏡檢查發現氣管內有大量血液,16/05/2024
G312,11/08/2025,於季終時年屆八歲或以上,27/08/2025
