horse_no,date,detail,cleared_date
G209,06/07/2022,賽後檢查發現軟顎間歇性移位,-
G209,06/04/2023,接受喉部手術（喉室聲帶切除術）以矯正呼吸道異常情況,12/05/2023
G209,06/12/2023,被診斷患有「喘鳴症」,-
G209,10/07/2024,賽後發現心律不正常,15/10/2024
G209,12/08/2024,接受喉部手術（人工喉成形術）以矯正呼吸道異常情況,15/10/2024
G209,11/08/2025,於季終時年屆八歲或以上,27/08/2025
G209,14/02/2026,賽後發現心律不正常,13/04/2026
