horse_no,date,detail,cleared_date
G016,14/04/2023,右前腿不良於行,06/06/2023
G016,27/04/2023,未能通過獸醫檢驗：右前腿不良於行,06/06/2023
G016,08/04/2026,腹絞痛,14/04/2026
