horse_no,date,detail,cleared_date
H418,20/04/2024,入閘後煩躁不安，一對後腿卡在閘廂間隔上，因而退出賽事,14/05/2024
H418,25/06/2024,試閘後左前腿不良於行,06/07/2024
H418,31/05/2025,賽後右前腿不良於行,11/06/2025
H418,09/11/2025,右前腿不良於行，因而退出賽事,09/02/2026
H418,29/03/2026,賽後右前腿不良於行,17/04/2026
