horse_no,date,detail,cleared_date
G427,26/01/2025,賽後右前腿不良於行,10/02/2025
G427,04/10/2025,騎師對坐騎競賽時的動作有疑慮，因而收停坐騎,12/03/2026
G427,24/10/2025,未能通過獸醫檢驗：右後腿脛骨受傷,12/03/2026
