horse_no,date,detail,cleared_date
H451,11/07/2023,接受閹割手術,-
H451,05/06/2024,表現難以接受,20/06/2024
H451,11/09/2024,表現難以接受,25/10/2024
H451,04/12/2024,表現令人失望,16/12/2024
