horse_no,date,detail,cleared_date
E175,28/09/2020,接受閹割手術,-
E175,28/04/2022,賽後翌日獲報告左後腿及右前腿均不良於行,15/09/2022
E175,06/05/2022,右前腿韌帶受傷,15/09/2022
E175,07/06/2023,賽後兩個鼻孔流血,18/10/2023
E175,27/07/2023,右前腿韌帶再受傷,18/10/2023
E175,11/08/2025,於季終時年屆八歲或以上,29/08/2025
