horse_no,date,detail,cleared_date
L019,30/11/2025,表現令人失望,16/12/2025
L019,09/05/2026,賽後發現會厭被覆蓋,-
L019,12/05/2026,接受喉部手術（矯正會厭被覆蓋情況）以矯正呼吸道異常情況,09/06/2026
