horse_no,date,detail,cleared_date
J546,26/12/2024,賽後內窺鏡檢查發現氣管內有大量血液,16/01/2025
J546,13/04/2025,賽後內窺鏡檢查發現氣管內有大量血液,28/04/2025
J546,10/05/2025,賽後內窺鏡檢查發現氣管內有大量血液,27/05/2025
J546,10/06/2025,食慾不振，因而退出賽事,17/06/2025
J546,25/06/2025,賽後內窺鏡檢查發現氣管內有大量血液,09/07/2025
J546,20/12/2025,表現難以接受，賽後內窺鏡檢查發現氣管內有大量血液,27/02/2026
