horse_no,date,detail,cleared_date
H349,20/02/2024,過去十二個月並無出賽,27/06/2025
H349,02/11/2025,賽後發現心律不正常，內窺鏡檢查發現氣管內有大量血液,27/11/2025
H349,07/12/2025,表現及走勢均難以接受,18/12/2025
