horse_no,date,detail,cleared_date
G223,17/02/2022,右前腿肌腱受傷,21/10/2022
G223,02/10/2022,過去十二個月並無出賽,21/10/2022
G223,19/11/2023,表現令人失望,01/12/2023
G223,26/03/2025,表現令人失望,01/04/2025
