horse_no,date,detail,cleared_date
H283,07/02/2024,表現令人失望，賽後內窺鏡檢查發現氣管內有大量痰液,29/02/2024
H283,11/09/2024,賽後內窺鏡檢查發現氣管內有大量痰液,-
H283,30/10/2025,表現令人失望,21/11/2025
