horse_no,date,detail,cleared_date
H354,24/09/2023,表現難以接受,17/10/2023
H354,01/10/2024,賽後內窺鏡檢查發現氣管內有大量血液,18/10/2024
H354,14/06/2025,被診斷患有「喘鳴症」,-
