horse_no,date,detail,cleared_date
J075,05/05/2024,表現令人失望,22/08/2024
J075,08/12/2024,賽後兩個鼻孔流血,12/05/2025
J075,07/04/2025,未能通過獸醫檢驗：試閘後內窺鏡檢查發現氣管內有大量血液,12/05/2025
J075,28/04/2025,未能通過獸醫檢驗：試閘後內窺鏡檢查發現氣管內有大量血液,12/05/2025
