horse_no,date,detail,cleared_date
H396,06/03/2025,左前腿韌帶受傷,27/05/2025
H396,11/12/2025,賽後翌日左前腿不良於行,03/02/2026
H396,24/12/2025,未能通過獸醫檢驗：快操後左前腿不良於行,03/02/2026
H396,12/01/2026,左膝及左前球節骨受傷,03/02/2026
H396,13/03/2026,左膝接受關節鏡手術（移除碎骨）,-
