horse_no,date,detail,cleared_date
G150,31/01/2024,表現令人失望，賽後內窺鏡檢查發現氣管內有大量血液,05/03/2024
G150,17/02/2024,未能通過獸醫檢驗：試閘後內窺鏡檢查發現氣管內有大量血液,05/03/2024
G150,11/08/2025,於季終時年屆八歲或以上,29/08/2025
