horse_no,date,detail,cleared_date
G307,14/07/2022,接受閹割手術,-
G307,05/03/2023,賽後內窺鏡檢查發現氣管內有大量痰液,-
G307,15/11/2023,表現令人失望,18/12/2023
G307,25/03/2025,試閘後兩個鼻孔流血,13/06/2025
G307,15/03/2026,表現難以接受,10/04/2026
