horse_no,date,detail,cleared_date
K367,25/05/2025,表現難以接受,27/08/2025
K367,04/06/2025,接受閹割手術,-
K367,17/05/2026,賽後內窺鏡檢查發現氣管內有大量血液,08/06/2026
K367,02/07/2026,左前腿不良於行,-
