horse_no,date,detail,cleared_date
G272,16/11/2022,入閘後煩躁不安，以後足豎立及將右前腿伸進隔鄰閘廂，因而退出賽事,26/11/2022
G272,03/06/2024,賽後翌日左前腿不良於行,20/06/2024
G272,15/07/2024,賽後翌日左前腿及左後腿均不良於行,05/09/2024
G272,01/02/2026,被診斷患有「喘鳴症」,-
G272,02/04/2026,一對前腿不良於行，因而退出賽事,17/04/2026
