horse_no,date,detail,cleared_date
J208,26/05/2024,騎師對坐騎競賽時的動作有疑慮,19/09/2024
J208,04/12/2024,左後球節受傷。更新：左後球節接受手術,05/06/2025
J208,10/12/2025,左前腿不良於行。更新：左前球節受傷,-
J208,15/12/2025,一對前球節接受手術,-
J208,30/01/2026,右後腿肌腱受傷,-
