horse_no,date,detail,cleared_date
L134,27/02/2026,前往起步點途中拋下騎師，多處割傷，因而退出試閘,02/04/2026
L134,24/06/2026,抵達起步點後接受獸醫檢查，被發現右後腿不良於行，因而退出賽事,02/07/2026
