horse_no,date,detail,cleared_date
J219,16/03/2024,表現令人失望。賽後內窺鏡檢查也發現氣管內有大量痰液。賽後翌日右前腿不良於行,09/04/2024
J219,26/05/2024,入閘後以後足豎立，並將一對前腿擱在閘門上，導致閘門打開，繼而在鞍上無人下跑畢一圈。其後被發現右前腿不良於行，以及右前腿管骨部位有傷口，因而退出賽事,25/06/2024
J219,24/06/2025,被診斷患有「喘鳴症」,-
J219,02/07/2025,接受喉部手術（人工喉成形術及喉室聲帶切除術）以矯正呼吸道異常情況,05/09/2025
J219,04/01/2026,賽後內窺鏡檢查發現氣管內有大量血液,19/01/2026
