horse_no,date,detail,cleared_date
L385,02/07/2025,被診斷患有「喘鳴症」，進口前曾接受喉部手術（人工喉成形術及喉室聲帶切除術）以矯正呼吸道異常情況,-
L385,28/05/2026,騎師對坐騎試閘時的動作有疑慮，因而於末段收慢坐騎,02/06/2026
