horse_no,date,detail,cleared_date
G365,01/04/2022,右前腿肱骨受傷,30/09/2022
G365,07/07/2022,左前腿不良於行,30/09/2022
G365,17/02/2023,過去十二個月並無出賽,18/02/2023
G365,22/03/2023,發燒,09/05/2023
G365,12/04/2024,左前腿不良於行,13/09/2024
G365,05/02/2026,頭部受傷,-
G365,23/02/2026,左邊肋骨受傷,-
