horse_no,date,detail,cleared_date
L104,02/01/2026,賽後翌日右前腿不良於行。更新：右前腿肱骨受傷,18/05/2026
L104,13/09/2026,騎師對坐騎競賽時的動作有疑慮，遂於末段收慢坐騎,-
