horse_no,date,detail,cleared_date
E488,11/12/2022,賽後兩個鼻孔流血,24/04/2023
E488,01/01/2024,賽後內窺鏡檢查發現氣管內有大量血液,23/02/2024
E488,23/10/2024,賽後內窺鏡檢查發現氣管內有大量血液,06/12/2024
E488,09/11/2025,表現令人失望，賽後內窺鏡檢查發現氣管內有大量血液,08/01/2026
