horse_no,date,detail,cleared_date
H041,21/12/2022,賽後內窺鏡檢查發現氣管內有大量痰液,-
H041,13/01/2026,右前腿不良於行，因而退出賽事。更新：右前蹄系部受傷,11/02/2026
