horse_no,date,detail,cleared_date
E356,23/10/2021,右後腿不良於行,08/11/2021
E356,08/01/2023,賽後內窺鏡檢查發現氣管內有大量血液,27/01/2023
E356,12/04/2023,賽後左前腿及左後腿不良於行,12/05/2023
E356,11/08/2025,於季終時年屆八歲或以上,19/08/2025
E356,14/02/2026,賽後發現心律不正常,26/03/2026
