horse_no,date,detail,cleared_date
J499,08/07/2024,接受閹割手術,-
J499,01/12/2024,閘廂行為及表現均難以接受,25/02/2025
J499,09/11/2025,表現難以接受，騎師對坐騎競賽時的動作有疑慮,20/11/2025
