horse_no,date,detail,cleared_date
E490,25/09/2022,賽後獲報告左跗關節部位有一個傷口,14/10/2022
E490,25/02/2023,右前腿不良於行，因而退出賽事,31/03/2023
E490,07/04/2024,表現難以接受，騎師對坐騎競賽時的動作有疑慮,23/04/2024
