horse_no,date,detail,cleared_date
H317,23/04/2023,表現難以接受,16/05/2023
H317,29/05/2023,賽後翌日左前腿腫脹,08/06/2023
H317,18/06/2023,表現難以接受。騎師對坐騎競賽時的動作有疑慮，並且發現右前腿不良於行,31/08/2023
H317,22/10/2023,賽後內窺鏡檢查發現氣管內有大量痰液,-
H317,03/12/2023,表現難以接受，賽後內窺鏡檢查發現氣管內有大量痰液,19/12/2023
H317,23/01/2025,賽後翌日左前腿不良於行,13/05/2025
H317,25/02/2026,賽後左前腿不良於行,12/03/2026
