horse_no,date,detail,cleared_date
G368,06/06/2023,接受閹割手術,-
G368,08/04/2024,右前腿韌帶受傷,12/08/2024
G368,19/11/2025,賽後發現會厭被覆蓋,-
G368,11/12/2025,接受喉部手術以矯正會厭被覆蓋情況,13/01/2026
