horse_no,date,detail,cleared_date
H432,23/10/2024,表現令人失望，賽後內窺鏡檢查發現氣管內有大量血液,07/02/2025
H432,06/12/2024,未能通過獸醫檢驗：試閘後內窺鏡檢查發現有大量血液,07/02/2025
H432,26/12/2024,未能通過獸醫檢驗：試閘後內窺鏡檢查發現氣管內有大量血液,07/02/2025
H432,11/01/2026,表現難以接受,26/01/2026
