horse_no,date,detail,cleared_date
G400,25/04/2022,接受閹割手術,-
G400,07/02/2023,在閘內煩躁不安及將右前腿擱在間隔上，因而退出試閘,14/02/2023
G400,03/10/2023,左膝受傷,23/04/2024
G400,11/07/2024,賽後翌日右前腿不良於行,12/08/2024
G400,19/05/2025,右前腿不良於行，因而退出賽事,18/08/2025
G400,06/10/2025,右前腿不良於行，因而退出賽事,-
G400,23/10/2025,未能通過獸醫檢驗：快操後右前腿不良於行,-
G400,20/01/2026,左前球節受傷,-
