horse_no,date,detail,cleared_date
G306,13/05/2023,賽後發現心律不正常,09/09/2023
G306,01/07/2024,表現令人失望,26/08/2024
G306,13/05/2026,騎師對坐騎競賽時的動作有疑慮，遂於末段收慢坐騎,22/05/2026
