horse_no,date,detail,cleared_date
H290,06/07/2024,在運往香港途中煩躁不安及須施用鎮靜劑,27/08/2024
H290,07/12/2025,走勢難以接受，騎師對坐騎競賽時的動作有疑慮,09/01/2026
