horse_no,date,detail,cleared_date
J277,12/05/2024,腹絞痛,20/05/2024
J277,01/01/2026,賽後內窺鏡檢查發現氣管內有大量血液,29/01/2026
J277,01/07/2026,騎師對坐騎競賽時的動作有疑慮，因而收慢坐騎,-
