horse_no,date,detail,cleared_date
G335,10/12/2023,入閘後煩躁不安，以後足豎立及撞到頭部，因而退出賽事,28/12/2023
G335,19/02/2026,騎師對坐騎競賽時的動作有疑慮，遂於末段收慢坐騎,10/03/2026
