horse_no,date,detail,cleared_date
E058,25/01/2021,賽後翌日右前腿不良於行,24/06/2021
E058,27/03/2022,左前腿腫脹,12/04/2022
E058,14/03/2023,賽前獸醫檢查發現心律不正常，因而退出賽事,28/03/2023
E058,02/08/2024,於季終時年屆八歲或以上,11/09/2024
E058,19/02/2025,右前腿不良於行,06/03/2025
E058,11/08/2025,於季終時年屆八歲或以上,27/08/2025
