horse_no,date,detail,cleared_date
E435,06/11/2021,左前腿不良於行,23/11/2021
E435,31/03/2022,試閘後右前腿不良於行,16/08/2022
E435,09/11/2022,賽後發現心律不正常,05/01/2023
E435,19/11/2023,賽後左邊鼻孔流血,02/02/2024
E435,15/06/2024,表現令人失望，賽後內窺鏡檢查發現氣管內大量血液,26/08/2024
E435,11/08/2025,於季終時年屆八歲或以上,14/08/2025
E435,14/01/2026,騎師對坐騎競賽時的動作有疑慮,09/02/2026
