horse_no,date,detail,cleared_date
G180,10/12/2023,賽後內窺鏡檢查發現氣管內有大量血液,05/01/2024
G180,29/01/2024,賽後翌日右前腿不良於行,16/02/2024
G180,08/04/2024,賽後翌日左前腿不良於行及左前球節受傷。更新：左前球節接受手術,05/12/2024
G180,25/03/2025,過去十二個月並無出賽,27/03/2025
G180,28/04/2025,賽後翌日右前腿不良於行,14/05/2025
