horse_no,date,detail,cleared_date
K180,15/03/2025,賽後左邊鼻孔流血,30/05/2025
K180,27/12/2025,賽後內窺鏡檢查發現氣管內有大量血液,-
K180,26/03/2026,一對前腿不良於行,-
