horse_no,date,detail,cleared_date
E461,21/07/2021,接受閹割手術,-
E461,01/05/2022,表現難以接受,13/09/2022
E461,11/08/2025,於季終時年屆八歲或以上,26/08/2025
E461,26/10/2025,接受腹絞痛手術,03/04/2026
E461,15/12/2025,接受腹絞痛手術,03/04/2026
