horse_no,date,detail,cleared_date
H388,23/05/2025,左後球節受傷,06/10/2025
H388,08/11/2025,左後腿不良於行，因而退出賽事,27/11/2025
H388,11/02/2026,右後腿不良於行,23/02/2026
